label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_jy,mag_ab
16730,7852.025641025641,3459.6410256410254,273,6191.4798505049375,6191.4798505049375,6191.4798505049375,0.0001418776727623807,18.520280482106287
16934,7545.608108108108,3613.925675675676,148,5508.19402382734,5508.19402382734,5508.19402382734,0.00012622018775697752,18.64724356761327
16395,8527.06976744186,3342.779069767442,86,2043.374162853494,2043.374162853494,2043.374162853494,4.682388989520631e-05,19.723896897585888
12195,8126.014925373134,3759.3955223880594,134,1980.428761216085,1980.428761216085,1980.428761216085,4.538149691145451e-05,19.757868579744077
8323,8983.159090909092,3348.9204545454545,88,1385.1884382252174,1385.1884382252174,1385.1884382252174,3.1741573371465154e-05,20.145994496952714
14857,8529.95,3062.9,60,1359.3502763400627,1359.3502763400627,1359.3502763400627,3.114949225915653e-05,20.166438192293757
860,9216.987012987012,2557.8311688311687,77,1314.199761118275,1314.199761118275,1314.199761118275,3.011486884466423e-05,20.203113182069828
15465,8451.58620689655,3181.844827586207,116,1238.5840272007317,1238.5840272007317,1238.5840272007317,2.838213537682204e-05,20.26745295424928
13286,9157.56,3996.2200000000003,100,962.5195927905555,962.5195927905555,962.5195927905555,2.205612278657119e-05,20.541242695220983
15605,8506.074074074075,3201.876543209876,81,777.8753250200427,777.8753250200427,777.8753250200427,1.7825002015329763e-05,20.772491653216996
15213,8457.29411764706,3140.2235294117645,85,754.5019012458876,754.5019012458876,754.5019012458876,1.7289400341798422e-05,20.805615795656742
2367,9449.08064516129,2785.0967741935483,62,754.0793646365445,754.0793646365445,754.0793646365445,1.7279717921401684e-05,20.806224000619867
13902,8342.83076923077,4252.584615384616,65,742.8994082123945,742.8994082123945,742.8994082123945,1.7023529378865467e-05,20.822441610868637
16632,8621.985294117647,3417.6470588235297,68,694.6874382617568,694.6874382617568,694.6874382617568,1.5918752772780175e-05,20.895293027395923
15623,8491.953125,3241.9375,64,669.1488259684872,669.1488259684872,669.1488259684872,1.53335358351115e-05,20.935959841047435
5209,8458.989247311827,3063.064516129032,93,659.96370277515,659.96370277515,659.96370277515,1.5123058867702782e-05,20.95096651556542
15773,8600.35064935065,3242.402597402597,77,575.2660026796601,575.2660026796601,575.2660026796601,1.3182212273993176e-05,21.100094870202696
