target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3492,fits-target,1078.3118082326891,3059.055449538275,188.33245791666667,12.85346388888888,1895.3780734572604,1829.248519165939,1078.3118082326891,3059.055449538275,188.33245791666667,12.85346388888889,1476.4898806831886,100.0
