galaxy,ring,variant,noise_model,psf_id,n_fit,effective_kmin,kmax,P0,noise_coefficient,noise_coefficient_nonnegative,physical_solution,Pr,P_fluctuation,mbar_observed,mbar_sigma_formal,P0_sigma_formal,cov_P0_P0,cov_P0_Pnoise,cov_Pnoise_P0,cov_Pnoise_Pnoise,chi2,chi2_reduced,aicc,condition_number,template_correlation,covariance_correlation
NGC 3379,inner,winsor_3.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.7340662162602918,0.6335847509861229,True,False,8.367643804884014e-05,-0.7341498926983406,,,2.0807774039570766,4.3296346048183505,-1.3353235770475196,-1.3353235770475196,0.412252629441459,17410.007313798164,791.3639688090075,17414.57874236959,111.32025746068513,0.9910708729143398,-0.9994916653986679
NGC 3379,inner,winsor_3.0,constant,stpsf_field_1024_1280,24,0.04,0.25,2.3529765178708844,-0.19863017407353306,False,True,8.367643804884014e-05,2.3528928414328356,27.070761270824676,0.01995929343537043,0.04325367288880476,0.001870880218371724,-0.0003351213052368369,-0.0003351213052368369,6.57441377332408e-05,623.3243037985476,28.33292289993398,627.8957323699761,18.67452954926616,,-0.955543649330457
NGC 3379,inner,winsor_3.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,0.425697561559789,0.27796846243327356,True,True,8.367643804884014e-05,0.42561388512174014,28.92722717226841,5.367407547560212,2.1040499242242374,4.427026083628019,-1.3438120877940816,-1.343812087794082,0.40833121971012765,17475.981176854068,794.362780766094,17480.552605425495,112.04701209136923,0.9906081120834638,-0.9994848370535038
NGC 3379,inner,winsor_3.0,constant,stpsf_field_1024_768,24,0.04,0.25,2.3380246230570734,-0.20492014911215953,False,True,8.367643804884014e-05,2.3379409466190246,27.07768279874115,0.021461841553918903,0.04621428109227928,0.002135759776876202,-0.0003907602215822105,-0.0003907602215822107,7.809465874161023e-05,719.8750380842613,32.7215926401937,724.4464666556898,18.591631679171215,,-0.956805096403345
NGC 3379,inner,winsor_3.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-0.9483317161698472,0.7008245849634421,True,False,8.367643804884014e-05,-0.9484153926078961,,,2.030673129837424,4.123633360243719,-1.2768214759923413,-1.2768214759923409,0.3957659505011605,17336.63498062975,788.0288627558978,17341.20640920118,108.94437834559746,0.9906616290868989,-0.9994727159346339
NGC 3379,inner,winsor_3.5,constant,stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,2.672046411114188,-0.23277553328674117,False,True,8.367643804884014e-05,2.671962734676139,26.932690649781016,0.020903236213842786,0.0514422084782215,0.0026463008131168042,-0.000480544399875412,-0.0004805443998754117,9.535044728710822e-05,685.1204676420069,31.141839438273042,689.6918962134355,18.68669454040913,,-0.9566488373467604
NGC 3379,inner,winsor_3.5,N(k),stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,-0.7186915763143115,0.6829842027125247,True,False,8.367643804884014e-05,-0.7187752527523603,,,2.3513154785136683,5.5286844794979615,-1.700958861136947,-1.7009588611369473,0.5238666316096855,17666.92527241964,803.0420578372564,17671.49670099107,109.90531755435849,0.9901715588399175,-0.9994763889618407
NGC 3379,inner,winsor_3.5,constant,stpsf_field_1280_1024,24,0.04,0.25,2.668182398953284,-0.23067989784992649,False,True,8.367643804884014e-05,2.6680987225152353,26.93426190459317,0.020182051935035337,0.049595570958785175,0.0024597206587278955,-0.00044537806700370317,-0.0004453780670037034,8.818755510541797e-05,639.0116087138539,29.045982214266086,643.5830372852824,18.651129073761467,,-0.956273851358443
NGC 3379,inner,winsor_3.5,N(k),stpsf_field_1280_1024,24,0.04,0.25,-0.3204707004132322,0.5602268899893306,True,False,8.367643804884014e-05,-0.3205543768512811,,,2.477095067553854,6.135999973699631,-1.8832029724043498,-1.883202972404349,0.5785251841026684,17728.461755234996,805.8391706924998,17733.033183806423,115.53462262315102,0.9909868419298561,-0.9995242191538184
NGC 3379,inner,winsor_3.5,constant,stpsf_field_768_1024,24,0.04,0.25,2.6696109764743037,-0.23359057033958122,False,True,8.367643804884014e-05,2.669527300036255,26.933680725482326,0.020190958092107473,0.04964402366298199,0.002464529085450716,-0.0004486969947512639,-0.0004486969947512638,8.92408551924906e-05,639.5714753444727,29.071430697476032,644.1429039159012,18.667711542800006,,-0.9567628968333969
NGC 3379,inner,winsor_3.5,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.8396312796760201,0.7208357622371753,True,False,8.367643804884014e-05,-0.839714956114069,,,2.3798735401397315,5.663798067057219,-1.7468665358435314,-1.7468665358435331,0.5393279689025808,17642.13403192001,801.9151832690914,17646.705460491437,111.36628486111773,0.9910708729143398,-0.9994921174217244
NGC 3379,inner,winsor_3.5,constant,stpsf_field_1024_1280,24,0.04,0.25,2.68050854216497,-0.22733081179038153,False,True,8.367643804884014e-05,2.680424865726921,26.929257546503667,0.019797772921605204,0.04887600007490528,0.002388863383322141,-0.0004275743003926933,-0.0004275743003926936,8.379115366530194e-05,615.0841035472392,27.95836834305633,619.6555321186678,18.72097330928936,,-0.9556895825015718
NGC 3379,inner,winsor_3.5,N(k),stpsf_field_1024_1280,24,0.04,0.25,0.48415363770657,0.3149037391218328,True,True,8.367643804884014e-05,0.48406996126852114,28.78749630800391,5.398149766560247,2.4067376006887553,5.792385878569067,-1.758308443244414,-1.7583084432444147,0.534293325388594,17709.37413415136,804.9715515523345,17713.945562722787,112.1033237194222,0.9906081120834638,-0.9994853759600574
NGC 3379,inner,winsor_3.5,constant,stpsf_field_1024_768,24,0.04,0.25,2.663399804468336,-0.23448022090389645,False,True,8.367643804884014e-05,2.6633161280302873,26.93620984431402,0.02128386189467759,0.05220941551220724,0.0027258230681263054,-0.0004983365125829924,-0.0004983365125829926,9.948880670634626e-05,710.0870538661205,32.276684266641844,714.6584824375491,18.63710746036369,,-0.9569445346520349
NGC 3379,inner,winsor_3.5,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.080218756504505,0.7963577528941655,True,False,8.367643804884014e-05,-1.0803024329425537,,,2.322671450432867,5.394802666655918,-1.6704854425386622,-1.6704854425386622,0.5178065373821803,17569.215619602932,798.6007099819515,17573.78704817436,108.98989374820185,0.9906616290868989,-0.9994731898959135
NGC 3379,inner,winsor_4.0,constant,stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,2.8383633897812026,-0.24689798159070117,False,True,8.367643804884014e-05,2.838279713343154,26.867128659137094,0.02060574782641951,0.053866561488589225,0.0029016064466039636,-0.0005270818002467331,-0.0005270818002467328,0.00010463578692615353,664.2662116557717,30.193918711625987,668.8376402272003,18.66368194881215,,-0.9565741586530837
NGC 3379,inner,winsor_4.0,N(k),stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,-0.753292704147932,0.7231308902990831,True,False,8.367643804884014e-05,-0.7533763805859809,,,2.4901989008827154,6.201090565957485,-1.9078251224349483,-1.907825122434949,0.587577743097367,17544.874756518555,797.4943071144797,17549.446185089982,109.74134415793036,0.9901715588399175,-0.9994748212339846
NGC 3379,inner,winsor_4.0,constant,stpsf_field_1280_1024,24,0.04,0.25,2.8342222059363897,-0.24466175141865892,False,True,8.367643804884014e-05,2.834138529498341,26.868713956214002,0.01988457543108758,0.05190546389167874,0.0026941771818103652,-0.00048799126712323625,-0.00048799126712323646,9.667247539518552e-05,618.9176544981788,28.132620659008126,623.4890830696073,18.627983649045607,,-0.9561973894972003
NGC 3379,inner,winsor_4.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,-0.3308248793312135,0.5929061032283891,True,False,8.367643804884014e-05,-0.33090855576926237,,,2.623689922294343,6.883748808348894,-2.1126807533759506,-2.11268075337595,0.649018722437052,17605.12897959432,800.2331354361054,17609.700408165747,115.37739992350959,0.9909868419298561,-0.9995229171969465
NGC 3379,inner,winsor_4.0,constant,stpsf_field_768_1024,24,0.04,0.25,2.835742931611878,-0.24775408528190898,False,True,8.367643804884014e-05,2.8356592551738293,26.86813153439732,0.019886734561104954,0.05193895410897256,0.0026976549539339577,-0.0004913009073334667,-0.0004913009073334662,9.776176458716114e-05,619.0511045621475,28.138686571006705,623.6225331335761,18.64452134506587,,-0.956686950735031
NGC 3379,inner,winsor_4.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.8800544107687952,0.762802854442283,True,False,8.367643804884014e-05,-0.880138087206844,,,2.520844407584325,6.354656527249166,-1.959927171199427,-1.9599271711994266,0.6051042994560386,17520.787989384156,796.3994540629162,17525.359417955584,111.21599865267731,0.9910708729143398,-0.9994907369560365
NGC 3379,inner,winsor_4.0,constant,stpsf_field_1024_1280,24,0.04,0.25,2.8473046096905024,-0.2411023989736366,False,True,8.367643804884014e-05,2.8472209332524536,26.8637137218161,0.019497962773737453,0.05113121172700461,0.002614400812671774,-0.0004680975547423807,-0.0004680975547423804,9.177771460175453e-05,595.2526389301512,27.05693813318869,599.8240675015797,18.697687636329515,,-0.9556121613885367
NGC 3379,inner,winsor_4.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,0.5205949338696467,0.33334436360280556,True,True,8.367643804884014e-05,0.5205112574315979,28.708691325066887,5.31864555394571,2.54980433827753,6.5015021634989125,-1.973558367232836,-1.9735583672328347,0.5997003546666856,17584.53274937346,799.296943153339,17589.104177944886,111.98398419388305,0.9906081120834638,-0.9994842767673808
NGC 3379,inner,winsor_4.0,constant,stpsf_field_1024_768,24,0.04,0.25,2.829193444547583,-0.24870904588003898,False,True,8.367643804884014e-05,2.829109768109534,26.87064214634553,0.020984395406520206,0.054679173230374536,0.002989811985157307,-0.0005467786729962347,-0.0005467786729962348,0.00010921274716530239,688.702454806413,31.304657036655136,693.2738833778416,18.614199195939708,,-0.956870050457586
NGC 3379,inner,winsor_4.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.1351282746920823,0.8428590280934866,True,False,8.367643804884014e-05,-1.135211951130131,,,2.459893458946416,6.051075829367362,-1.8736804967961262,-1.8736804967961274,0.5807879185204711,17448.96182761601,793.1346285280005,17453.53325618744,108.8250186077287,0.9906616290868989,-0.9994715852345212
NGC 3379,outer,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,2.3153461016186996,-0.1727002526764022,False,True,0.0154165467881636,2.299929554830536,27.095480306609122,0.012090533929380741,0.02561154007391585,0.0006559509849577976,-0.00012196168979047164,-0.00012196168979047172,2.495233761334588e-05,628.240834312563,28.556401559661957,632.8122628839916,17.56593193138228,,-0.953305546198812
NGC 3379,outer,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,-0.7773807899935192,0.6799108872705278,True,False,0.0154165467881636,-0.7927973367816828,,,1.5349160623176648,2.3559673183607655,-0.7114621501216554,-0.7114621501216557,0.21512487236411842,31668.282566155394,1439.4673893706997,31672.853994726822,100.93158568271308,0.9904940539030511,-0.9993597567424863
NGC 3379,outer,raw,constant,stpsf_field_1280_1024,24,0.04,0.25,2.3138513936486733,-0.1715580527421985,False,True,0.0154165467881636,2.2984348468605096,27.09618614828411,0.012195689385077845,0.02581750276108204,0.0006665434488184788,-0.00012368218593490152,-0.00012368218593490155,2.526566416145095e-05,639.1809023546144,29.0536773797552,643.752330926043,17.552643941718674,,-0.9530760595981357
NGC 3379,outer,raw,N(k),stpsf_field_1280_1024,24,0.04,0.25,-0.6751444880719231,0.6486813681565271,True,False,0.0154165467881636,-0.6905610348600867,,,1.5686659616569203,2.4607128992610305,-0.7417964154017075,-0.7417964154017074,0.22389516505628246,31770.01316915014,1444.0915076886429,31774.58459772157,102.95553817688479,0.9905250044431748,-0.9993828669751661
NGC 3379,outer,raw,constant,stpsf_field_768_1024,24,0.04,0.25,2.3102497028282603,-0.172336870898961,False,True,0.0154165467881636,2.2948331560400965,27.097888851858585,0.012547774589028527,0.026521220380446617,0.000703375130468217,-0.0001309571772650046,-0.00013095717726500458,2.6832807272930317e-05,676.4971399570409,30.749869998047313,681.0685685284694,17.53068689250036,,-0.9532410698649881
NGC 3379,outer,raw,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.7355441374080729,0.6675927789636812,True,False,0.0154165467881636,-0.7509606841962365,,,1.5266964056415795,2.3308019149989185,-0.7048634975758801,-0.7048634975758801,0.2134351695482648,31703.01995098994,1441.0463614086336,31707.591379561367,100.35994739396122,0.9904004499580282,-0.9993539784081251
NGC 3379,outer,raw,constant,stpsf_field_1024_1280,24,0.04,0.25,2.3173193873100333,-0.16733217744784373,False,True,0.0154165467881636,2.3019028405218696,27.094549169764203,0.011363103595514634,0.02409126667143459,0.000580389129834175,-0.00010647602661569579,-0.0001064760266156959,2.1544596225529027e-05,555.098660077705,25.231757276259316,559.6700886491335,17.562564482346854,,-0.9521886963429973
NGC 3379,outer,raw,N(k),stpsf_field_1024_1280,24,0.04,0.25,-0.05618571862936042,0.4619168856588304,True,False,0.0154165467881636,-0.07160226541752401,,,1.6306654480198837,2.659069803365888,-0.7932764903631748,-0.7932764903631749,0.23693561250772943,32035.78652408467,1456.1721147311214,32040.357952656097,106.39651555555147,0.9902814181213199,-0.9994119627513491
NGC 3379,outer,raw,constant,stpsf_field_1024_768,24,0.04,0.25,2.307686019485131,-0.17431893300569679,False,True,0.0154165467881636,2.2922694726969675,27.099102465042446,0.012859460989623093,0.027149642549146875,0.0007371030905464464,-0.00013802233855593433,-0.0001380223385559344,2.841817140429437e-05,710.4090289436141,32.291319497437,714.9804575150426,17.51926728487063,,-0.9536460203561294
NGC 3379,outer,raw,N(k),stpsf_field_1024_768,24,0.04,0.25,-0.9946043434498432,0.7475261522216664,True,False,0.0154165467881636,-1.0100208902380068,,,1.5005401308842505,2.251620684394124,-0.6845183853361418,-0.6845183853361423,0.2083745339275323,31410.245846852158,1427.738447584189,31414.817275423586,99.1872390093933,0.9902592932783069,-0.9993443966583807
NGC 3379,outer,winsor_3.0,constant,stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,2.2669654843269256,-0.17163827010930874,False,True,0.0154165467881636,2.251548937538762,27.118563164812745,0.01264614568137591,0.026224985174189145,0.0006877498473864405,-0.0001276313719903255,-0.00012763137199032552,2.603965583537395e-05,694.1690447766287,31.553138398937666,698.7404733480572,17.6831557508209,,-0.9537280734198024
NGC 3379,outer,winsor_3.0,N(k),stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,-0.8131257574911743,0.6770251655848898,True,False,0.0154165467881636,-0.828542304279338,,,1.532813669204039,2.3495177444987494,-0.709602194092501,-0.7096021940925006,0.2145856570821459,33170.842167033814,1507.7655530469915,33175.41359560524,101.54097802524758,0.9904940539030511,-0.9993675414181595
NGC 3379,outer,winsor_3.0,constant,stpsf_field_1280_1024,24,0.04,0.25,2.2655178211757114,-0.17052267091845702,False,True,0.0154165467881636,2.2501012743875477,27.119261477776107,0.012734086499937522,0.026390373772286372,0.0006964518278409804,-0.00012898590720817992,-0.00012898590720817978,2.6275543021344228e-05,703.8220879122165,31.99191308691893,708.393516483645,17.669852235080718,,-0.9535003817521143
NGC 3379,outer,winsor_3.0,N(k),stpsf_field_1280_1024,24,0.04,0.25,-0.710755553850036,0.6457308993111898,True,False,0.0154165467881636,-0.7261721006381996,,,1.5666694100248715,2.454453040307679,-0.7399950344207509,-0.7399950344207509,0.22337397299634953,33283.756322608286,1512.898014664013,33288.32775117971,103.57717179358119,0.9905250044431748,-0.9993903633188364
NGC 3379,outer,winsor_3.0,constant,stpsf_field_768_1024,24,0.04,0.25,2.261929097475995,-0.1712733322561923,False,True,0.0154165467881636,2.2465125506878314,27.120994518783633,0.013099662293671986,0.02710470151362604,0.0007346648441427618,-0.0001365228101445071,-0.00013652281014450723,2.789535053237753e-05,744.6682056011762,33.84855480005346,749.2396341726047,17.64736889157216,,-0.953662440451112
NGC 3379,outer,winsor_3.0,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.7703552614432687,0.6644380893986722,True,False,0.0154165467881636,-0.7857718082314323,,,1.5247198962647837,2.3247707620656923,-0.7031254342620163,-0.7031254342620159,0.2129315050628155,33209.79844252906,1509.53629284223,33214.36987110049,100.9695505644463,0.9904004499580282,-0.9993618778371228
NGC 3379,outer,winsor_3.0,constant,stpsf_field_1024_1280,24,0.04,0.25,2.269010274699181,-0.1664029525779714,False,True,0.0154165467881636,2.253593727911017,27.117577578670147,0.01188049932490979,0.02465959838654566,0.0006080957925857255,-0.00011134455143161095,-0.00011134455143161093,2.246597275277345e-05,612.8770251576414,27.85804659807461,617.4484537290699,17.680397281359625,,-0.9526214513028863
NGC 3379,outer,winsor_3.0,N(k),stpsf_field_1024_1280,24,0.04,0.25,-0.09137830679520807,0.45870777366547627,True,False,0.0154165467881636,-0.10679485358337168,,,1.6290643350155332,2.653850607619601,-0.7917886407534612,-0.7917886407534609,0.2365085931286174,33590.335735273984,1526.8334425124538,33594.90716384541,107.02470427839361,0.9902814181213199,-0.9994189245312581
NGC 3379,outer,winsor_3.0,constant,stpsf_field_1024_768,24,0.04,0.25,2.2593845441319407,-0.17320691566004584,False,True,0.0154165467881636,2.243967997343777,27.12222499465664,0.013410705431380801,0.027716855786831557,0.0007682240947080179,-0.0001435773520083255,-0.0001435773520083255,2.9480124873639023e-05,780.3212871240539,35.46914941472972,784.8927156954825,17.635639702961257,,-0.9540635805050158
NGC 3379,outer,winsor_3.0,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.0299559492608152,0.744604988754442,True,False,0.0154165467881636,-1.0453724960489787,,,1.4986703052152837,2.2460126837340715,-0.6829050640812545,-0.6829050640812543,0.20790781908074454,32889.05977648633,1494.9572625675603,32893.631205057754,99.81610309072308,0.9902592932783069,-0.9993527677829651
NGC 3379,outer,winsor_3.5,constant,stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,2.3037279622457554,-0.17260432413445675,False,True,0.0154165467881636,2.2883114154575916,27.100978824054458,0.012294058203013847,0.025911113219738095,0.0006713857882860863,-0.00012475866880975445,-0.0001247586688097545,2.5502844223987163e-05,651.459979960912,29.61181727095055,656.0314085323406,17.601381881649623,,-0.9534333765405193
NGC 3379,outer,winsor_3.5,N(k),stpsf_R2024052602-NRCA3_FP1-1,24,0.04,0.25,-0.7926099598289083,0.6809516620866765,True,False,0.0154165467881636,-0.8080265066170719,,,1.5361557504160561,2.359774489536316,-0.7126408444263467,-0.7126408444263463,0.2154890297840178,32103.712891573996,1459.2596768897272,32108.284320145423,101.11372459212909,0.9904940539030511,-0.9993621022655002
NGC 3379,outer,winsor_3.5,constant,stpsf_field_1280_1024,24,0.04,0.25,2.3022467451762263,-0.17146868772793972,False,True,0.0154165467881636,2.2868301983880626,27.101681845377694,0.012390022303012596,0.026096465271269815,0.0006810254996545916,-0.00012629543327462157,-0.00012629543327462154,2.5777445772401513e-05,661.6354154949439,30.074337067951998,666.2068440663725,17.5880829826319,,-0.9532043584180859
NGC 3379,outer,winsor_3.5,N(k),stpsf_field_1280_1024,24,0.04,0.25,-0.690158590248424,0.649647423649795,True,False,0.0154165467881636,-0.7055751370365876,,,1.5700034587983727,2.4649108606388532,-0.7430900599946002,-0.7430900599946001,0.2242931015883474,32209.289648602717,1464.0586203910325,32213.861077174144,103.14199530377803,0.9905250044431748,-0.9993851329922383
NGC 3379,outer,winsor_3.5,constant,stpsf_field_768_1024,24,0.04,0.25,2.2986417005360558,-0.17223962191733005,False,True,0.0154165467881636,2.283225153747892,27.103394791062545,0.012747315597529936,0.02680668792980606,0.0007185985177660101,-0.00013371331860221336,-0.00013371331860221328,2.7374202030291177e-05,700.2147784308092,31.827944474127694,704.7862070022378,17.565957891643084,,-0.9533684485699306
NGC 3379,outer,winsor_3.5,N(k),stpsf_field_768_1024,24,0.04,0.25,-0.7502939079493278,0.6684944692991622,True,False,0.0154165467881636,-0.7657104547374914,,,1.5279799390305333,2.334722694079752,-0.7060774775918259,-0.7060774775918256,0.21381031120659902,32139.95476091036,1460.9070345868347,32144.52618948179,100.54276174765238,0.9904004499580282,-0.9993563662274129
NGC 3379,outer,winsor_3.5,constant,stpsf_field_1024_1280,24,0.04,0.25,2.3057296826919536,-0.16726998219884376,False,True,0.0154165467881636,2.29031313590379,27.10002948196522,0.011548876717535309,0.02436185137346228,0.000593499802342666,-0.00010881687481798067,-0.0001088168748179807,2.199918106394391e-05,575.073670455828,26.13971229344673,579.6450990272566,17.598195191112794,,-0.9523195556348073
NGC 3379,outer,winsor_3.5,N(k),stpsf_field_1024_1280,24,0.04,0.25,-0.07030955081202249,0.4625631263195017,True,False,0.0154165467881636,-0.0857260976001861,,,1.6322771843704054,2.6643288066161785,-0.7948686078033257,-0.7948686078033257,0.23741707256091066,32489.463978482177,1476.7938172037354,32494.035407053605,106.58590010983119,0.9902814181213199,-0.9994140773677846
NGC 3379,outer,winsor_3.5,constant,stpsf_field_1024_768,24,0.04,0.25,2.2960794061647665,-0.17420929130817694,False,True,0.0154165467881636,2.2806628593766027,27.104613916532077,0.0130592866568687,0.02743192123256851,0.0007525103025098431,-0.00014082525052202342,-0.00014082525052202353,2.8970719116110608e-05,734.7879023787948,33.399450108127034,739.3593309502234,17.55444313376118,,-0.9537722218773567
NGC 3379,outer,winsor_3.5,N(k),stpsf_field_1024_768,24,0.04,0.25,-1.0097842529847547,0.748586460016208,True,False,0.0154165467881636,-1.0252007997729182,,,1.501780024607626,2.2553432423104818,-0.6856799169089021,-0.6856799169089025,0.2087361466185025,31837.91967682436,1447.17816712838,31842.491105395788,99.37470363333924,0.9902592932783069,-0.9993469126330126
