galaxy,ring,variant,noise_model,psf_id,k,observed,predicted,residual,residual_sigma
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.04026285219458116,1.8735061851151218,1.656881691521448,0.21662449359367386,6.959228432015377
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.04921015268226586,1.8234715122163119,1.5504889405769253,0.27298257163938655,10.411420985542522
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.05815745316995056,1.5671905162622524,1.4410786351500011,0.12611188111225125,5.8827043245116375
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.06710475365763527,1.3773215182922123,1.351000619742698,0.02632089854951425,1.5631344508579443
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.07605205414531996,1.3498545592801703,1.2574849572871503,0.09236960199302002,5.696534505765671
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.08499935463300468,1.2673187218463329,1.168892168764284,0.09842655308204895,7.03159261802921
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.09394665512068937,1.1368510273407229,1.0725232047805378,0.0643278225601851,5.416029876107281
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.10289395560837407,1.0261768759765222,0.9932818308513115,0.03289504512521069,3.226787575806473
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.11184125609605877,0.9088526751543056,0.9164717599644424,-0.007619084810136845,-0.8701584121307172
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.12078855658374346,0.853440943595891,0.8376472675535155,0.01579367604237547,1.9834322383577185
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.12973585707142818,0.7500555461238125,0.7727985918037824,-0.022743045679969875,-3.3357347809005686
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.13868315755911287,0.6992565299499504,0.7072760825925181,-0.008019552642567707,-1.310073749911566
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.14763045804679759,0.6385140399448105,0.6519824541881247,-0.013468414243314242,-2.5160140305925283
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.15657775853448228,0.5920488925145911,0.5920434348922626,5.457622328508549e-06,0.0011286715255385963
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.16552505902216696,0.5332599997470218,0.5348921692089299,-0.0016321694619081395,-0.389184883161776
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.17447235950985168,0.4592601602965805,0.47945404063494623,-0.02019388033836572,-5.662351613865942
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.1834196599975364,0.40971167639736084,0.4298365217148987,-0.020124845317537887,-6.572063495179009
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.1923669604852211,0.3684181242002505,0.38813775218250246,-0.019719627982251964,-7.476906090107962
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.20131426097290578,0.3249406179636026,0.3397292023138111,-0.014788584350208522,-6.2269528587006215
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.2102615614605905,0.294091595124111,0.29937436342253676,-0.005282768298425777,-2.5262088689708
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.21920886194827519,0.25604154677381497,0.2638824288544128,-0.007840882080597855,-4.439612297188432
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.22815616243595988,0.23258030252395182,0.22772106116711355,0.0048592413568382675,3.0664192075191203
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.2371034629236446,0.20239300149315062,0.19676686031313034,0.005626141180020278,4.190200867769879
NGC 3379,inner,raw,constant,stpsf_R2024052602-NRCA3_FP1-1,0.2460507634113293,0.1772368364023674,0.16883261261932925,0.00840422378303815,7.310363357374543
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.04026285219458116,1.8735061851151218,1.4238182944199178,0.449687890695204,14.446569280060753
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.04921015268226586,1.8234715122163119,1.2787587801733933,0.5447127320429186,20.77507562268706
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.05815745316995056,1.5671905162622524,1.187724310315003,0.37946620594724934,17.70084999957272
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.06710475365763527,1.3773215182922123,0.9801786736810024,0.39714284461120986,23.585352192885605
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.07605205414531996,1.3498545592801703,0.8717911998439953,0.47806335943617495,29.48269088759542
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.08499935463300468,1.2673187218463329,0.851544912076299,0.41577380977003386,29.702879558443552
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.09394665512068937,1.1368510273407229,0.7569393955985138,0.3799116317422091,31.986357782767627
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.10289395560837407,1.0261768759765222,0.7313695802096473,0.2948072957668749,28.91865676477206
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.11184125609605877,0.9088526751543056,0.6599267427207114,0.24892593243359418,28.429266703579863
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.12078855658374346,0.853440943595891,0.6188425088996505,0.23459843469624042,29.461798329681045
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.12973585707142818,0.7500555461238125,0.5898359328085576,0.16021961331525492,23.499497131504842
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.13868315755911287,0.6992565299499504,0.5285186090187368,0.17073792093121354,27.891738890667295
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.14763045804679759,0.6385140399448105,0.5049475519848599,0.13356648795995063,24.951352969487296
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.15657775853448228,0.5920488925145911,0.47354191833875703,0.11850697417583411,24.508007201471965
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.16552505902216696,0.5332599997470218,0.4458539847466418,0.08740601500037998,20.841646979346468
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.17447235950985168,0.4592601602965805,0.3966598591593983,0.06260030113718223,17.55308589697746
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.1834196599975364,0.40971167639736084,0.35762967257992995,0.05208200381743089,17.008142454939737
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.1923669604852211,0.3684181242002505,0.34938939925294465,0.019028724947305842,7.2149428768915636
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.20131426097290578,0.3249406179636026,0.33789664515440554,-0.012956027190802966,-5.455327477104728
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.2102615614605905,0.294091595124111,0.3191716374500789,-0.025080042325967944,-11.99322434355171
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.21920886194827519,0.25604154677381497,0.28821433042426453,-0.032172783650449566,-18.21666037839813
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.22815616243595988,0.23258030252395182,0.2869513841654898,-0.054371081641538005,-34.31081455638663
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.2371034629236446,0.20239300149315062,0.26791108363791677,-0.06551808214476615,-48.79613146441304
NGC 3379,inner,raw,N(k),stpsf_R2024052602-NRCA3_FP1-1,0.2460507634113293,0.1772368364023674,0.23710948220628159,-0.05987264580391419,-52.07985975782436
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.04026285219458116,1.8735061851151218,1.685406278288893,0.1880999068262288,6.042854147878145
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.04921015268226586,1.8234715122163119,1.5506873500115028,0.27278416220480906,10.403853747317445
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.05815745316995056,1.5671905162622524,1.4490301853477194,0.11816033091453293,5.511790669730346
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.06710475365763527,1.3773215182922123,1.3571168867798886,0.020204631512323656,1.199904156934111
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.07605205414531996,1.3498545592801703,1.257545930537578,0.09230862874259227,5.692774218642028
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.08499935463300468,1.2673187218463329,1.1641965434085073,0.10312217843782556,7.367048077504519
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.09394665512068937,1.1368510273407229,1.084785263002177,0.05206576433854582,4.383635633183381
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.10289395560837407,1.0261768759765222,0.9962599487337818,0.02991692724274042,2.934653798641436
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.11184125609605877,0.9088526751543056,0.9126570376398149,-0.003804362485509305,-0.43448761918965806
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.12078855658374346,0.853440943595891,0.843434315593522,0.010006628002368956,1.2566718808148034
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.12973585707142818,0.7500555461238125,0.7707630353526209,-0.020707489228808384,-3.037178617923416
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.13868315755911287,0.6992565299499504,0.7095614665789867,-0.01030493662903631,-1.6834139725629556
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.14763045804679759,0.6385140399448105,0.6476681892689985,-0.00915414932418801,-1.7100727466286
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.15657775853448228,0.5920488925145911,0.5891773362213133,0.002871556293277844,0.5938563768463562
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.16552505902216696,0.5332599997470218,0.5324816501495313,0.0007783495974904575,0.18559463599092133
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.17447235950985168,0.4592601602965805,0.4815650152543197,-0.022304854957739206,-6.25426759744886
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.1834196599975364,0.40971167639736084,0.43014443365200794,-0.020432757254647105,-6.672616655696563
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.1923669604852211,0.3684181242002505,0.38292666203232917,-0.014508537832078672,-5.5010659923637455
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.20131426097290578,0.3249406179636026,0.3413734720082663,-0.016432854044663714,-6.919297009560348
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.2102615614605905,0.294091595124111,0.3020708055919453,-0.007979210467834341,-3.815641934785296
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.21920886194827519,0.25604154677381497,0.2616010392018632,-0.005559492428048207,-3.147858964843256
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.22815616243595988,0.23258030252395182,0.22838668332257706,0.00419361920137476,2.6463790381640355
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.2371034629236446,0.20239300149315062,0.19788899864499132,0.0045040028481593,3.354461972944498
NGC 3379,inner,raw,constant,stpsf_field_1280_1024,0.2460507634113293,0.1772368364023674,0.1684059347237699,0.008830901678597486,7.681506550799964
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.04026285219458116,1.8735061851151218,1.3591327707212857,0.5143734143938361,16.524641469384367
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.04921015268226586,1.8234715122163119,1.2325727376946627,0.5908987745216492,22.536588561093396
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.05815745316995056,1.5671905162622524,1.1458988262469512,0.4212916900153012,19.651871218445166
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.06710475365763527,1.3773215182922123,0.9665827487409266,0.41073876955128563,24.392781263938478
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.07605205414531996,1.3498545592801703,0.868855609594818,0.4809989496853523,29.663731952928707
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.08499935463300468,1.2673187218463329,0.8438690453879489,0.42344967645838394,30.251243448600167
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.09394665512068937,1.1368510273407229,0.7545057819268326,0.38234524541389026,32.1912539509909
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.10289395560837407,1.0261768759765222,0.7266121254187136,0.2995647505578086,29.385331789944185
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.11184125609605877,0.9088526751543056,0.6609954735395486,0.247857201614757,28.307209378390723
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.12078855658374346,0.853440943595891,0.6182102001919201,0.23523074340397088,29.54120615545523
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.12973585707142818,0.7500555461238125,0.5887714996751388,0.16128404644867378,23.65561811349871
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.13868315755911287,0.6992565299499504,0.5313175805560854,0.167938949393865,27.43449902938547
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.14763045804679759,0.6385140399448105,0.5071624130342629,0.13135162691054758,24.53759813722282
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.15657775853448228,0.5920488925145911,0.47517160974108713,0.11687728277350401,24.17097650009551
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.16552505902216696,0.5332599997470218,0.4466298566868939,0.08663014306012784,20.65664313172974
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.17447235950985168,0.4592601602965805,0.4001243181582382,0.05913584213834233,16.581653726708343
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.1834196599975364,0.40971167639736084,0.36328597370402826,0.04642570269333257,15.160994337829418
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.1923669604852211,0.3684181242002505,0.3529647126138958,0.015453411586354715,5.859324897353643
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.20131426097290578,0.3249406179636026,0.3378619753457483,-0.012921357382145726,-5.440729239774069
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.2102615614605905,0.294091595124111,0.3183018724990565,-0.02421027737494552,-11.57730454372866
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.21920886194827519,0.25604154677381497,0.2898829852017605,-0.033841438427945514,-19.161475029834435
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.22815616243595988,0.23258030252395182,0.28486753204059445,-0.052287229516642636,-32.995801838935115
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.2371034629236446,0.20239300149315062,0.2660628512593216,-0.06366984976617099,-47.419616963829185
NGC 3379,inner,raw,N(k),stpsf_field_1280_1024,0.2460507634113293,0.1772368364023674,0.2381341110158891,-0.06089727461352171,-52.97112694656613
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.04026285219458116,1.8735061851151218,1.6862483248845173,0.18725786023060453,6.015802753494545
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.04921015268226586,1.8234715122163119,1.5494211043703607,0.27405040784595114,10.45214773312711
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.05815745316995056,1.5671905162622524,1.451566086258276,0.11562443000397638,5.393499235794905
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.06710475365763527,1.3773215182922123,1.3556667369521151,0.02165478134009713,1.2860250448830621
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.07605205414531996,1.3498545592801703,1.2607648425654359,0.08908971671473442,5.494260388961329
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.08499935463300468,1.2673187218463329,1.168273621751961,0.09904510009437195,7.075781614489634
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.09394665512068937,1.1368510273407229,1.0787352343883536,0.05811579295236924,4.893012982200824
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.10289395560837407,1.0261768759765222,0.992920474487929,0.03325640148859321,3.2622342584105866
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.11184125609605877,0.9088526751543056,0.9147286484881909,-0.005875973333885343,-0.6710816001330575
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.12078855658374346,0.853440943595891,0.8393450717495796,0.014095871846311336,1.7702152793763235
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.12973585707142818,0.7500555461238125,0.772031178031994,-0.021975631908181414,-3.2231777889339477
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.13868315755911287,0.6992565299499504,0.7064216138972776,-0.007165083947327289,-1.1704877832562937
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.14763045804679759,0.6385140399448105,0.6491073356918653,-0.01059329574705481,-1.978917506419631
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.15657775853448228,0.5920488925145911,0.5913646317449397,0.0006842607696514458,0.14150954394819143
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.16552505902216696,0.5332599997470218,0.5342077754925965,-0.0009477757455746971,-0.22599368595821304
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.17447235950985168,0.4592601602965805,0.4803656375308503,-0.02110547723426981,-5.9179628222235054
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.1834196599975364,0.40971167639736084,0.4329324470199715,-0.023220770622610687,-7.58308332466007
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.1923669604852211,0.3684181242002505,0.3850157519184147,-0.0165976277181642,-6.293166578952603
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.20131426097290578,0.3249406179636026,0.34061546163174355,-0.01567484366814098,-6.600125493934756
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.2102615614605905,0.294091595124111,0.2993034014041213,-0.005211806280010334,-2.4922749786022633
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.21920886194827519,0.25604154677381497,0.261569819454814,-0.005528272680999036,-3.1301819265343154
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.22815616243595988,0.23258030252395182,0.22849978252026087,0.004080520003690941,2.575007907021391
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.2371034629236446,0.20239300149315062,0.1963420991085043,0.006050902384646312,4.506551757530625
NGC 3379,inner,raw,constant,stpsf_field_768_1024,0.2460507634113293,0.1772368364023674,0.16970312208474309,0.007533714317624313,6.553155950421309
NGC 3379,inner,raw,N(k),stpsf_field_768_1024,0.04026285219458116,1.8735061851151218,1.4340501590721308,0.43945602604299094,14.11786276022567
NGC 3379,inner,raw,N(k),stpsf_field_768_1024,0.04921015268226586,1.8234715122163119,1.2936773976196045,0.5297941145967073,20.20608689266678
NGC 3379,inner,raw,N(k),stpsf_field_768_1024,0.05815745316995056,1.5671905162622524,1.1974250773750517,0.3697654388872007,17.248341133382443
