galaxy,ring,variant,mbar_constant,aicc_constant,mbar_Nk,aicc_Nk,Pn,E_N_correlation,E_N_condition_number,delta_mbar_Nk_minus_constant,delta_aicc_Nk_minus_constant,Pn_nonnegative
NGC 3379,inner,raw,26.809380512011725,576.5039106673408,,17214.850420643725,0.7642822922981065,0.9906616290868989,110.90797874328759,,16638.346509976385,True
NGC 3379,inner,winsor_3.0,27.07516228313613,653.5969720883121,,17438.71125547938,0.6009204551645044,0.9906616290868989,111.32025746068513,,16785.114283391067,True
NGC 3379,inner,winsor_3.5,26.933680725482326,644.1429039159012,,17671.49670099107,0.6829842027125247,0.9906616290868989,111.36628486111773,,17027.353797075168,True
NGC 3379,inner,winsor_4.0,26.86813153439732,623.6225331335761,,17549.446185089982,0.7231308902990831,0.9906616290868989,111.21599865267731,,16925.823651956405,True
NGC 3379,outer,raw,27.09618614828411,643.752330926043,,31707.591379561367,0.6675927789636812,0.9904004499580282,100.93158568271308,,31063.839048635324,True
NGC 3379,outer,winsor_3.0,27.119261477776107,708.393516483645,,33214.36987110049,0.6644380893986722,0.9904004499580282,101.54097802524758,,32505.976354616847,True
NGC 3379,outer,winsor_3.5,27.101681845377694,666.2068440663725,,32144.52618948179,0.6684944692991622,0.9904004499580282,101.11372459212909,,31478.319345415417,True
NGC 3379,outer,winsor_4.0,27.09746201339039,651.8568306772011,,31841.781510088054,0.6683258638388293,0.9904004499580282,100.9874439210841,,31189.924679410855,True
