schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose,region_id
sbf-table-2,sbf-3.1,NGC 4442,7763,012,F150W,F115W,03_sersic:parameters,bounded_sersic_gap_fill_v1,default,sersic_gap_fill_parameters,sersic_gap_fill_parameters,mixed_or_not_applicable,8.027836113879491,520.8595148194114,3.5663070464322133,1079.5414508595113,3054.7651735417294,0.2263041693083961,0.9315402916234633,2000.0,global NaN/WHT gap fill for isophote solver only,
