galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 4621,inner,0.01,1.3581563373023136,1.3581563569489217,1.4465645570282959e-08,-0.1182359922301863,-0.11823598825984195,3.3579828528284554e-08,27.66737064353208,27.667370627826035,-1.5706046241348304e-08,True
NGC 4621,inner,0.03,1.3496769308184953,1.3496769503995227,1.450793662982619e-08,-0.1167082781847675,-0.1167082742761147,3.349079315529349e-08,27.674170567049448,27.674170551297482,-1.57519650656468e-08,True
NGC 4621,inner,0.04,1.343502360620855,1.3435023801374664,1.4526666980430036e-08,-0.1155722016392248,-0.11557219777787846,3.3410684274656686e-08,27.67914909931363,27.679149083541326,-1.5772304351457933e-08,True
NGC 4621,outer,0.01,1.2646188261733806,1.2646188542573538,2.2207460981249483e-08,-0.0982213698365875,-0.09822136749025477,2.3888210164827886e-08,27.74791519318141,27.747915169001445,-2.4179964697168543e-08,True
NGC 4621,outer,0.03,1.2620682156833176,1.2620682439259694,2.237807072980047e-08,-0.0977459692520275,-0.09774596688868446,2.417841935832087e-08,27.750113462199927,27.75011343783406,-2.4365867545839137e-08,True
NGC 4621,outer,0.04,1.2610316362657783,1.261031664700558,2.254882347507703e-08,-0.0975881396354962,-0.09758813726129288,2.432881012920845e-08,27.751008122006127,27.751008097454278,-2.4551848554210665e-08,True
