galaxy,ring,branch,space,sigma,threshold_median,threshold_scale,threshold_n_pixels,lower,upper,changed_pixels,changed_fraction,subtracted_mean,n_use
NGC 4697,inner,no_winsor,none,,,,,,,0,0.0,-0.006487678317548889,641571
NGC 4697,inner,raw_global_3p5,raw,3.5,-0.21399854123592377,1.1029263734817505,3143226.0,-4.0742408484220505,3.646243765950203,16639,0.025934775730199776,-0.011337481077866913,641571
NGC 4697,inner,normalized_full_3p5,normalized_full,3.5,-0.07270513505818985,0.33748186948756426,3143226.0,-1.2538916782646647,1.1084814081482852,3975,0.006195728921662607,-0.007703071313238491,641571
NGC 4697,inner,normalized_union_3p5,normalized_union,3.5,-0.08400167371833302,0.3378935848817155,2295601.0,-1.2666292208043373,1.098625873367671,4176,0.006509022384116489,-0.0077657305264484805,641571
NGC 4697,outer,no_winsor,none,,,,,,,0,0.0,-0.05111393409597889,1654030
NGC 4697,outer,raw_global_3p5,raw,3.5,-0.21399854123592377,1.1029263734817505,3143226.0,-4.0742408484220505,3.646243765950203,4054,0.0024509833558037037,-0.05154907247893268,1654030
NGC 4697,outer,normalized_full_3p5,normalized_full,3.5,-0.07270513505818985,0.33748186948756426,3143226.0,-1.2538916782646647,1.1084814081482852,5582,0.0033747876398856126,-0.051680214310358956,1654030
NGC 4697,outer,normalized_union_3p5,normalized_union,3.5,-0.08400167371833302,0.3378935848817155,2295601.0,-1.2666292208043373,1.098625873367671,5923,0.0035809507687284995,-0.05171449227401451,1654030
