model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
0.8893353939056396,-0.007794342469424009,0.21853581070899963,8084,0.21853581070899963
1.0246777534484863,-0.0026768662501126528,0.24170802533626556,8084,0.24170802533626556
1.1361435651779175,-0.005029223393648863,0.26804184913635254,8083,0.26804184913635254
1.265510082244873,-0.005745552014559507,0.29167160391807556,8084,0.29167160391807556
1.4092766046524048,0.011273362673819065,0.32414552569389343,8083,0.32414552569389343
1.5938012599945068,-0.0015429474879056215,0.35093075037002563,8084,0.35093075037002563
1.804997205734253,0.009499111212790012,0.3933725953102112,8083,0.3933725953102112
2.0640149116516113,0.016217924654483795,0.4370739459991455,8084,0.4370739459991455
2.377953290939331,0.012954332865774632,0.46794620156288147,8083,0.46794620156288147
2.7311253547668457,-0.023047588765621185,0.5301764607429504,8084,0.5301764607429504
3.113321304321289,-0.016951225697994232,0.5709741115570068,8084,0.5709741115570068
3.4856209754943848,-0.007070682477205992,0.6336862444877625,8083,0.6336862444877625
3.845980405807495,0.048618413507938385,0.6719914078712463,8084,0.6719914078712463
4.290719032287598,0.002336361212655902,0.708729088306427,8083,0.708729088306427
4.786596298217773,0.08551964908838272,0.745171844959259,8084,0.745171844959259
5.646972179412842,0.14273200929164886,0.8406408429145813,8083,0.8406408429145813
6.948462963104248,0.21377788484096527,0.954675555229187,8084,0.954675555229187
8.930526733398438,0.6163996458053589,1.2273999452590942,8083,1.2273999452590942
13.127605438232422,2.215820550918579,2.0354363918304443,8084,2.0354363918304443
28.054344177246094,9.428056716918945,10.075002670288086,8084,10.075002670288086
