event_id,run_id,job_id,target,attempt_id,created_at,level,event_type,message,payload_json
1529,run-20260720T164920Z-5f8824d560b3-6a51d38a,,,,1784566160.261909,INFO,RUN_CREATED,,"{""deadline_at"":1784738960.261909,""soft_stop_at"":1784735360.261909}"
1530,run-20260720T164920Z-5f8824d560b3-6a51d38a,,,,1784566160.323515,INFO,CAMPAIGN_INVOCATION,,"{""programs"":[""7763""],""provenance_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/run_provenance.json"",""resumed"":false,""target_count"":74}"
1531,run-20260720T164920Z-5f8824d560b3-6a51d38a,,,,1784566160.329995,INFO,QUEUE_UPSERTED,,"{""job_count"":74}"
1532,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.82481,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":56,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_0794/F150W__F115W/a54ad3737b23/jw07763-o048_t048_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1533,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.826058,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":57,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_0794/F150W__F115W/a54ad3737b23/jw07763-o048_t048_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1534,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.8270469,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":58,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_0794/F150W__F115W/a54ad3737b23/jw07763-o048_t048_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1535,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.828187,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":59,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_0794/F150W__F115W/a54ad3737b23/jw07763-o048_t048_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1536,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.82921,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":60,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_0794/F150W__F115W/a54ad3737b23/jw07763-o048_t048_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
1537,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.8308322,INFO,RESULT_REUSED,,"{""artifact_count"":5,""current_template_sha256"":""23fd556bc3a871a72a2a6ce52b2b986d1882e72022c3f91edd5d44c88ea92417"",""producer_job_id"":""job-a54ad3737b23ab3452f80050d5e83ef27b29e707b14c3e0884662d61127304af"",""producer_template_sha256"":""6f66f3df1e9817b434d59d3beab8f5504a9a568216bf2ec9466f0641a3c4cd9b"",""reuse_kind"":""campaign-result"",""reused_from_result_json"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_0794__F150W__F115W__a6f2e2c80416_result.json"",""target"":""IC 0794"",""target_status_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/target_status.csv""}"
1538,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-a6f2e2c80416a526c85a2b24ef983ededf82ec96b3be13a5189796d08ba6dacf,IC 0794,,1784566160.835215,INFO,JOB_STATE_CHANGED,,"{""from"":""PENDING"",""reason"":""verified result reused"",""to"":""SUCCEEDED""}"
1539,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.381598,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":61,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1540,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.382787,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":62,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1541,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.383738,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":63,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1542,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.3846111,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":64,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1543,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.386154,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":65,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
1544,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.3876219,INFO,RESULT_REUSED,,"{""artifact_count"":5,""current_template_sha256"":""23fd556bc3a871a72a2a6ce52b2b986d1882e72022c3f91edd5d44c88ea92417"",""producer_job_id"":""job-aaf0967076f982218327e92c4dab2179d2d9280d3883f8693a9895dedc03c6b9"",""producer_template_sha256"":""6f66f3df1e9817b434d59d3beab8f5504a9a568216bf2ec9466f0641a3c4cd9b"",""reuse_kind"":""campaign-result"",""reused_from_result_json"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3328__F150W__F115W__8d338dedea64_result.json"",""target"":""IC 3328"",""target_status_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/target_status.csv""}"
1545,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-8d338dedea641ead5fc19af3e52969978b7ec29ad6a5b9aab44d56c7ca35dea8,IC 3328,,1784566161.3933382,INFO,JOB_STATE_CHANGED,,"{""from"":""PENDING"",""reason"":""verified result reused"",""to"":""SUCCEEDED""}"
1546,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.9240909,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":66,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1547,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.925183,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":67,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1548,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.926118,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":68,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1549,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.9270039,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":69,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1550,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.9278479,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":70,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
1551,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.929961,INFO,RESULT_REUSED,,"{""artifact_count"":5,""current_template_sha256"":""23fd556bc3a871a72a2a6ce52b2b986d1882e72022c3f91edd5d44c88ea92417"",""producer_job_id"":""job-59303aea6d35b2a5e90eba68946d6c6ddee808c031de2dfceeb24d11a26ff25a"",""producer_template_sha256"":""6f66f3df1e9817b434d59d3beab8f5504a9a568216bf2ec9466f0641a3c4cd9b"",""reuse_kind"":""campaign-result"",""reused_from_result_json"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3501__F150W__F115W__aa6279a8fd55_result.json"",""target"":""IC 3501"",""target_status_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/target_status.csv""}"
1552,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-aa6279a8fd555b349ecda07c2cbefae245e8088f1706f1d18cf0449f32a8bcac,IC 3501,,1784566161.931843,INFO,JOB_STATE_CHANGED,,"{""from"":""PENDING"",""reason"":""verified result reused"",""to"":""SUCCEEDED""}"
1553,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.413145,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":71,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1554,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.414237,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":72,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1555,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.415173,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":73,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1556,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.4161978,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":74,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1557,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.417202,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":75,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
1558,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.418416,INFO,RESULT_REUSED,,"{""artifact_count"":5,""current_template_sha256"":""23fd556bc3a871a72a2a6ce52b2b986d1882e72022c3f91edd5d44c88ea92417"",""producer_job_id"":""job-945e2b3f31ffa3069427ca3caa0587892d641d05de6d2ecebf5b0dd26d1488b4"",""producer_template_sha256"":""6f66f3df1e9817b434d59d3beab8f5504a9a568216bf2ec9466f0641a3c4cd9b"",""reuse_kind"":""campaign-result"",""reused_from_result_json"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3509__F150W__F115W__9c7ea4870be7_result.json"",""target"":""IC 3509"",""target_status_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/target_status.csv""}"
1559,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-9c7ea4870be79ecf8824e7deee8f444b18fe972719547e395fad11920c011b1a,IC 3509,,1784566162.42029,INFO,JOB_STATE_CHANGED,,"{""from"":""PENDING"",""reason"":""verified result reused"",""to"":""SUCCEEDED""}"
1560,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.89331,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":76,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1561,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.89449,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":77,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1562,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.895479,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":78,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1563,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.8964539,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":79,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1564,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.8974981,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":80,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
1565,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.898986,INFO,RESULT_REUSED,,"{""artifact_count"":5,""current_template_sha256"":""23fd556bc3a871a72a2a6ce52b2b986d1882e72022c3f91edd5d44c88ea92417"",""producer_job_id"":""job-ad3bf13beb3be8abb3a4786d1b89a302f8fe51db32daeb6bb1f03bd3ac41dff6"",""producer_template_sha256"":""6f66f3df1e9817b434d59d3beab8f5504a9a568216bf2ec9466f0641a3c4cd9b"",""reuse_kind"":""campaign-result"",""reused_from_result_json"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3586__F150W__F115W__846fd66231e8_result.json"",""target"":""IC 3586"",""target_status_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/target_status.csv""}"
1566,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-846fd66231e8dbf50ba46888bffcba2295d525db07788d6f8c33d6f3df2626e3,IC 3586,,1784566162.901713,INFO,JOB_STATE_CHANGED,,"{""from"":""PENDING"",""reason"":""verified result reused"",""to"":""SUCCEEDED""}"
1567,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.3844109,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":81,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1568,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.385708,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":82,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1569,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.386652,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":83,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1570,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.387651,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":84,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1571,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.3886552,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":85,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
1572,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.389926,INFO,RESULT_REUSED,,"{""artifact_count"":5,""current_template_sha256"":""23fd556bc3a871a72a2a6ce52b2b986d1882e72022c3f91edd5d44c88ea92417"",""producer_job_id"":""job-adf374ea1b3889ec9ba8b42f6d436421b0001f8ad6091cbc4277cc8d213d130d"",""producer_template_sha256"":""6f66f3df1e9817b434d59d3beab8f5504a9a568216bf2ec9466f0641a3c4cd9b"",""reuse_kind"":""campaign-result"",""reused_from_result_json"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3631__F150W__F115W__57f11bc9dcdb_result.json"",""target"":""IC 3631"",""target_status_path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/campaign/target_status.csv""}"
1573,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-57f11bc9dcdbf20a8f65605ab283f6540c885a42a7745f1480dfd054660ab176,IC 3631,,1784566163.394473,INFO,JOB_STATE_CHANGED,,"{""from"":""PENDING"",""reason"":""verified result reused"",""to"":""SUCCEEDED""}"
1574,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-97d9506a70786a1eb87e4b8918df6713f25c544e106a3f6d45070203682ce275,NGC 4352,,1784566163.901063,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":86,""kind"":""clean_model_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_01_модель_чистая.fits"",""verified"":true}"
1575,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-97d9506a70786a1eb87e4b8918df6713f25c544e106a3f6d45070203682ce275,NGC 4352,,1784566163.9022698,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":87,""kind"":""clean_isophotes_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_02_изофоты_чистые.fits"",""verified"":true}"
1576,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-97d9506a70786a1eb87e4b8918df6713f25c544e106a3f6d45070203682ce275,NGC 4352,,1784566163.90345,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":88,""kind"":""full_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_03_остатки_общие.fits"",""verified"":true}"
1577,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-97d9506a70786a1eb87e4b8918df6713f25c544e106a3f6d45070203682ce275,NGC 4352,,1784566163.90448,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":89,""kind"":""working_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits"",""verified"":true}"
1578,run-20260720T164920Z-5f8824d560b3-6a51d38a,job-97d9506a70786a1eb87e4b8918df6713f25c544e106a3f6d45070203682ce275,NGC 4352,,1784566163.906518,INFO,ARTIFACT_RECORDED,,"{""artifact_id"":90,""kind"":""working_annuli_residual_fits"",""path"":""/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits"",""verified"":true}"
