caveat,chi2_red,galaxies,intercept_at_pivot,intercept_error,intrinsic_scatter_proxy,median_reported_sigma,model_id,n,ordinary_intercept_at_pivot,ordinary_intercept_error,ordinary_slope,ordinary_slope_error,pearson_p,pearson_r,pivot_color,primary_fit_method,quantity,rms,slope,slope_error,spearman_p,spearman_rho,status,theil_sen_intercept_at_zero,theil_sen_slope,weighted_intercept_at_pivot,weighted_intercept_error_formal,weighted_slope,weighted_slope_error_formal,x_key,y_key
TRGB-anchored GO-3055 calibration; F090W-F150W color only.,2.3320779907532923,NGC 1380; NGC 1399; NGC 1404; NGC 1549; NGC 3379; NGC 4374; NGC 4406; NGC 4472; NGC 4486; NGC 4552; NGC 4636; NGC 4649,-3.4541829006375493,0.01294295062136587,0.040794631270503236,0.0453200420052768,go3055_trgb_absolute_clean,12,-3.4493724282612335,0.019111507469026727,1.0125259731344327,0.31930479202155854,0.009970143775705004,0.7080836073808882,0.4,weighted_least_squares,absolute F150W SBF magnitude,0.06097629168665781,1.1654137953175088,0.20926187663805887,0.005124081698753058,0.7482517482517484,ok,-3.862812593632026,1.0265138061317651,-3.4541829006375493,0.01294295062136587,1.1654137953175088,0.20926187663805887,color,absolute_mbar
"Common-cluster trend, not an independent distance calibration; F115W-F150W color only.",70.57370042051456,NGC 4579; NGC 4473; NGC 4438; NGC 4477; NGC 4459; NGC 4571; NGC 4371; NGC 4442; NGC 4461; NGC 4564; NGC 4478; NGC 4531; NGC 4474; NGC 4458; NGC 4476; NGC 4550; NGC 4528; NGC 4606; NGC 4413; NGC 4306; NGC 4506; NGC 4482; IC 3381; NGC4486B; NGC 4436; IC 3468; IC 3358; IC 3470; IC 3457; IC 3393; IC 3461; IC 3486; PGC 041156; PGC 041723; PGC 041959; PGC 040707; PGC 041782; PGC 040723; IC 3437; IC 3443,28.121731775977413,0.11358009842817635,0.5837232821265803,0.05855937086816397,go7763_virgo_single_annulus_all,40,28.121731775977413,0.11358009842817635,-2.7065291563342746,1.5897456688585865,0.09683138627244547,-0.266214362499044,0.15,ordinary_least_squares,apparent F150W SBF magnitude,0.5866532792144799,-2.7065291563342746,1.5897456688585865,0.20600854443798078,-0.2043151969981239,ok,28.420653463653654,-2.9340575184232014,27.904365980510107,0.011219555156953973,-2.8386778964836594,0.17736428549974168,color,mbar
PASS-only sensitivity check; fixed angular annuli remain a systematic limitation.,71.3249706395986,NGC 4579; NGC 4473; NGC 4477; NGC 4459; NGC 4571; NGC 4371; NGC 4442; NGC 4461; NGC 4564; NGC 4478; NGC 4531; NGC 4474; NGC 4458; NGC 4476; NGC 4550; NGC 4528; NGC 4606; NGC 4413; NGC 4306; NGC 4506; NGC 4482; IC 3381; NGC4486B; NGC 4436; IC 3468; IC 3358; IC 3470; IC 3457; IC 3393; IC 3461; IC 3486; PGC 041156; PGC 041723; PGC 041959; PGC 041782; PGC 040723; IC 3437; IC 3443,28.114295761149034,0.10697060408759165,0.5467994087085385,0.057636805093925936,go7763_virgo_single_annulus_pass,38,28.114295761149034,0.10697060408759165,-2.7309846091095276,1.5246227897012932,0.08166344413063911,-0.2860660076167131,0.15,ordinary_least_squares,apparent F150W SBF magnitude,0.5498286957457228,-2.7309846091095276,1.5246227897012932,0.16292761900292746,-0.23098807309333624,ok,28.405103568714583,-2.8644546891085643,27.90413878860513,0.011219849825806965,-2.91076546758768,0.17770656921100278,color,mbar
