priority,program,obsid,galaxy,status,reasons,qc_status,inner_outer_delta,model_residual,result_json,worker_log,clean_model_fits,clean_isophotes_fits,full_residual_fits,working_residual_fits,working_annuli_residual_fits,error
35,7763,o051_t051,IC 3328,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.17530990670868718,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3328__F150W__F115W__8d338dedea64_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3328__F150W__F115W__aaf0967076f9_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3328/F150W__F115W/aaf0967076f9/jw07763-o051_t051_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o053_t053,IC 3501,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.0668103741753221,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3501__F150W__F115W__aa6279a8fd55_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3501__F150W__F115W__59303aea6d35_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3501/F150W__F115W/59303aea6d35/jw07763-o053_t053_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o067_t067,IC 3509,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.15800789569911444,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3509__F150W__F115W__9c7ea4870be7_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3509__F150W__F115W__945e2b3f31ff_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3509/F150W__F115W/945e2b3f31ff/jw07763-o067_t067_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o052_t052,IC 3586,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.10327389307100177,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3586__F150W__F115W__846fd66231e8_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3586__F150W__F115W__ad3bf13beb3b_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3586/F150W__F115W/ad3bf13beb3b/jw07763-o052_t052_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o050_t050,IC 3631,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.12471727658089193,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3631__F150W__F115W__57f11bc9dcdb_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3631__F150W__F115W__adf374ea1b38_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3631/F150W__F115W/adf374ea1b38/jw07763-o050_t050_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o036_t036,NGC 4352,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.05496721447512343,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4352__F150W__F115W__97d9506a7078_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4352__F150W__F115W__fa577574ac1f_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4352/F150W__F115W/fa577574ac1f/jw07763-o036_t036_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o005_t005,NGC 4429,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,-0.005547147740113445,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4429__F150W__F115W__6bb78b3d5d2f_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4429__F150W__F115W__5ef717431022_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4429/F150W__F115W/5ef717431022/jw07763-o005_t005_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4429/F150W__F115W/5ef717431022/jw07763-o005_t005_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4429/F150W__F115W/5ef717431022/jw07763-o005_t005_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4429/F150W__F115W/5ef717431022/jw07763-o005_t005_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4429/F150W__F115W/5ef717431022/jw07763-o005_t005_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
35,7763,o042_t042,NGC 4431,done,qc=LEGACY; legacy_two_annulus_result,LEGACY,0.1220689676293425,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4431__F150W__F115W__33b7f707f21c_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC_4431__F150W__F115W__66a7871f9f8d_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4431/F150W__F115W/66a7871f9f8d/jw07763-o042_t042_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4431/F150W__F115W/66a7871f9f8d/jw07763-o042_t042_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4431/F150W__F115W/66a7871f9f8d/jw07763-o042_t042_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4431/F150W__F115W/66a7871f9f8d/jw07763-o042_t042_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC_4431/F150W__F115W/66a7871f9f8d/jw07763-o042_t042_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
30,7763,o046_t046,IC 3468,done,abs_inner_outer_delta=0.774mag,PASS,0.7737655682270095,-0.15509510225196266,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3468__F150W__F115W__6599880840b9_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3468__F150W__F115W__6599880840b9_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3468/F150W__F115W/6599880840b9/jw07763-o046_t046_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3468/F150W__F115W/6599880840b9/jw07763-o046_t046_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3468/F150W__F115W/6599880840b9/jw07763-o046_t046_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3468/F150W__F115W/6599880840b9/jw07763-o046_t046_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3468/F150W__F115W/6599880840b9/jw07763-o046_t046_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
30,7763,o044_t044,NGC4486B,done,abs_inner_outer_delta=3.977mag,PASS,-3.9773671353779143,0.7809739699438971,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC4486B__F150W__F115W__f51f97e72b9b_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/NGC4486B__F150W__F115W__f51f97e72b9b_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC4486B/F150W__F115W/f51f97e72b9b/jw07763-o044_t044_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC4486B/F150W__F115W/f51f97e72b9b/jw07763-o044_t044_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC4486B/F150W__F115W/f51f97e72b9b/jw07763-o044_t044_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC4486B/F150W__F115W/f51f97e72b9b/jw07763-o044_t044_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/NGC4486B/F150W__F115W/f51f97e72b9b/jw07763-o044_t044_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
30,7763,o074_t074,PGC 040723,done,model_outlier=1.236mag,PASS,0.1593072999221974,1.2364222583827917,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_040723__F150W__F115W__f477a084aa0b_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_040723__F150W__F115W__f477a084aa0b_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_040723/F150W__F115W/f477a084aa0b/jw07763-o074_t074_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_040723/F150W__F115W/f477a084aa0b/jw07763-o074_t074_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_040723/F150W__F115W/f477a084aa0b/jw07763-o074_t074_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_040723/F150W__F115W/f477a084aa0b/jw07763-o074_t074_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_040723/F150W__F115W/f477a084aa0b/jw07763-o074_t074_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
28,7763,o057_t057,IC 3457,done,abs_inner_outer_delta=0.567mag,PASS,0.5672681867920595,-0.008324436696060644,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3457__F150W__F115W__7305039fc431_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3457__F150W__F115W__7305039fc431_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3457/F150W__F115W/7305039fc431/jw07763-o057_t057_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3457/F150W__F115W/7305039fc431/jw07763-o057_t057_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3457/F150W__F115W/7305039fc431/jw07763-o057_t057_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3457/F150W__F115W/7305039fc431/jw07763-o057_t057_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3457/F150W__F115W/7305039fc431/jw07763-o057_t057_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
28,7763,o066_t066,PGC 041959,done,abs_inner_outer_delta=0.570mag,PASS,-0.56970854822017,0.5853675143334272,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_041959__F150W__F115W__347ca51d8e73_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/PGC_041959__F150W__F115W__347ca51d8e73_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_041959/F150W__F115W/347ca51d8e73/jw07763-o066_t066_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_041959/F150W__F115W/347ca51d8e73/jw07763-o066_t066_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_041959/F150W__F115W/347ca51d8e73/jw07763-o066_t066_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_041959/F150W__F115W/347ca51d8e73/jw07763-o066_t066_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/PGC_041959/F150W__F115W/347ca51d8e73/jw07763-o066_t066_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
27,7763,o049_t049,IC 3358,done,abs_inner_outer_delta=0.545mag,PASS,0.5451854777317102,0.12450324533097046,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3358__F150W__F115W__c0982bac4c68_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3358__F150W__F115W__c0982bac4c68_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3358/F150W__F115W/c0982bac4c68/jw07763-o049_t049_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3358/F150W__F115W/c0982bac4c68/jw07763-o049_t049_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3358/F150W__F115W/c0982bac4c68/jw07763-o049_t049_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3358/F150W__F115W/c0982bac4c68/jw07763-o049_t049_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3358/F150W__F115W/c0982bac4c68/jw07763-o049_t049_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
25,3055,,NGC 4621,done,qc=SERSIC_FIT_WARNING,SERSIC_FIT_WARNING,0.19733548257690003,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/code/sbf2_batch_outputs/NGC_4621_result.json,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 4621/jw03055-o009_t009_nircam_clear-f150w_i2d_sbf_model_full.fits,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 4621/jw03055-o009_t009_nircam_clear-f150w_i2d_sbf_resid_full_science_raw.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 4621/jw03055-o009_t009_nircam_clear-f150w_i2d_sbf_resid_full_science.fits,,
25,3055,,NGC 4697,done,qc=ISOPHOTE_REAL_ONLY_FAILED;SERSIC_FIT_WARNING,ISOPHOTE_REAL_ONLY_FAILED;SERSIC_FIT_WARNING,0.14839600075784887,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/code/sbf2_batch_outputs/NGC_4697_result.json,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 4697/jw03055-o011_t011_nircam_clear-f150w_i2d_sbf_model_full.fits,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 4697/jw03055-o011_t011_nircam_clear-f150w_i2d_sbf_resid_full_science_raw.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 4697/jw03055-o011_t011_nircam_clear-f150w_i2d_sbf_resid_full_science.fits,,
18,3055,,NGC 1549,done,abs_inner_outer_delta=0.377mag,CLEAN,0.3768067738295109,-0.04079436651966528,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/code/sbf2_batch_outputs/NGC_1549_result.json,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 1549/jw03055-o012_t012_nircam_clear-f150w_i2d_sbf_model_full.fits,,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 1549/jw03055-o012_t012_nircam_clear-f150w_i2d_sbf_resid_full_science_raw.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/data/NGC 1549/jw03055-o012_t012_nircam_clear-f150w_i2d_sbf_resid_full_science.fits,,
18,7763,o059_t059,IC 3461,done,abs_inner_outer_delta=0.363mag,PASS,0.3634474995218824,0.4080952304434682,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3461__F150W__F115W__3007825ec9c9_result.json,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/batch/IC_3461__F150W__F115W__3007825ec9c9_result.log,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3461/F150W__F115W/3007825ec9c9/jw07763-o059_t059_nircam_clear-f150w_i2d_01_модель_чистая.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3461/F150W__F115W/3007825ec9c9/jw07763-o059_t059_nircam_clear-f150w_i2d_02_изофоты_чистые.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3461/F150W__F115W/3007825ec9c9/jw07763-o059_t059_nircam_clear-f150w_i2d_03_остатки_общие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3461/F150W__F115W/3007825ec9c9/jw07763-o059_t059_nircam_clear-f150w_i2d_04_остатки_общие_рабочие.fits,/Users/zuha/Desktop/FKI/4 курс 2025-2026/course_work-SBF/runs/sbf3_go3055_go7763/products/IC_3461/F150W__F115W/3007825ec9c9/jw07763-o059_t059_nircam_clear-f150w_i2d_05_остатки_общие_рабочие_два_кольца.fits,
