target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
NGC 4431,fits-target,1078.6084322371062,3059.2291702912307,186.86408083333333,12.29027777777777,2931.8141027924853,3007.370080283665,1078.6084322371062,3059.2291702912307,186.86408083333333,12.290277777777778,1853.9311267129167,100.0
