galaxy,ring,branch,space,sigma,threshold_median,threshold_scale,threshold_n_pixels,lower,upper,changed_pixels,changed_fraction,subtracted_mean,n_use
NGC 1404,inner,no_winsor,none,,,,,,,0,0.0,-6.665035908822569e-05,648827
NGC 1404,inner,raw_global_3p5,raw,3.5,-0.06591541320085526,0.5907537341117859,3497155.0,-2.133553482592106,2.0017226561903954,24140,0.03720560334264758,-0.0025410930230283365,648827
NGC 1404,inner,normalized_full_3p5,normalized_full,3.5,-0.026172452077784576,0.20199110292897368,3497155.0,-0.7331413123291926,0.6807964081736233,1878,0.0028944541457121852,-0.00047437617208837256,648827
NGC 1404,inner,normalized_union_3p5,normalized_union,3.5,-0.026054686630895982,0.20233025050519998,2965966.0,-0.7342105633990959,0.682101190137304,1855,0.002859005559263101,-0.00047063974945793285,648827
NGC 1404,outer,no_winsor,none,,,,,,,0,0.0,-0.009469564085225857,2317139
NGC 1404,outer,raw_global_3p5,raw,3.5,-0.06591541320085526,0.5907537341117859,3497155.0,-2.133553482592106,2.0017226561903954,2360,0.001018497379742864,-0.009564339284309366,2317139
NGC 1404,outer,normalized_full_3p5,normalized_full,3.5,-0.026172452077784576,0.20199110292897368,3497155.0,-0.7331413123291926,0.6807964081736233,5230,0.002257093769514906,-0.009667042561998332,2317139
NGC 1404,outer,normalized_union_3p5,normalized_union,3.5,-0.026054686630895982,0.20233025050519998,2965966.0,-0.7342105633990959,0.682101190137304,5165,0.002229041934903344,-0.009664114373137052,2317139
