galaxy,ring,blue_percent,red_percent,yellow_percent,orange_percent
NGC 3379,inner,90.12159347295268,5.564103713990132,2.4419210624390137,1.8723817506181735
NGC 3379,outer,99.19705293334442,0.6181542358855655,0.1444363766386315,0.04035645413138744
NGC 1380,inner,94.20129413310863,3.524773294782494,1.3654109297812962,0.9085216423275841
NGC 1380,outer,99.25615702607135,0.5454470480294424,0.1440161644485222,0.05437976145067678
NGC 4486,inner,86.700122922846,7.335854266922198,3.3829554275825124,2.581067382649292
NGC 4486,outer,98.72625461963923,1.0510464098665642,0.18348154172792377,0.039217428766273786
