amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
1.9315751775424843,250.0,4.0,1078.3709532174175,3059.0155817248788,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
