model,n,loo_bias_mag,loo_rmse_mag,loo_median_abs_mag,fractional_rmse_percent,median_abs_fraction_percent,median_internal_prediction_sigma_mag,median_internal_prediction_sigma_percent,common_absolute_scale_sigma_mag,common_absolute_scale_sigma_percent
constant,14,-0.0009846104516886914,0.09246850764283326,0.0787733048536765,4.268882716368061,3.6942798272042943,0.08650351332208553,4.064048123329056,0.047,2.1880236888440097
