annulus,model,n,n_parameters,color_center,intercept,slope,curvature,slope_change,sigma_int,log_likelihood,aic,aicc,use_color_errors,color_error_column,use_extinction_covariance,use_shared_anchor_covariance,bootstrap_success,slope_p16,slope_p50,slope_p84
inner,linear,14,3,0.5749297418537332,-3.293406546154609,1.0109815631529138,,,0.05022788043718436,19.25808508204775,-32.5161701640955,-30.1161701640955,True,sigma_color_stat_mag,True,False,2000,0.589071954144256,0.9802636547558385,1.411198532338057
outer,linear,14,3,0.5749297418537332,-3.1667892431220412,0.11276691806475099,,,0.08990812946029342,12.804365193920745,-19.60873038784149,-17.20873038784149,True,sigma_color_stat_mag,True,False,2000,-0.37593359492444983,0.13333942833300483,0.6005191005248574
