,intercept,slope,curvature,sigma_int
0.16,-3.2067395385211626,0.12664243312007445,-36.78341794733142,0.04120535418643945
0.5,-3.1709037858281,0.6008812023791361,-23.40626566845021,0.06008719322912001
0.84,-3.1378594592530162,1.1006708608598732,-10.133643827952906,0.07561285090444256
