comparison,n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_intercept,ols_slope,ols_slope_stderr
apparent,8,0.9671548242729134,8.641606567787647e-05,0.8571428571428572,0.006530017254715292,4.149674356421453,0.8343024463350744,0.08951729603178153
cluster_anchor,8,0.20102099888141095,0.633116465659151,0.07142857142857144,0.8665262706759088,-2.9028398589520386,0.12814230199824655,0.2549285364574348
individual_anchor,8,0.4121522969648266,0.31026973585463274,0.4761904761904762,0.23293553465009798,-2.2624403205296018,0.36011047258570134,0.32499417944686854
