model,n,n_parameters,color_center,intercept,slope,curvature,slope_change,sigma_int,log_likelihood,aic,aicc,use_color_errors,color_error_column,use_extinction_covariance,use_shared_anchor_covariance
constant,14,2,0.567460681637547,-3.1987391330925172,0.0,,,0.06876799819449829,16.27696696768798,-28.55393393537596,-27.46302484446687,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.204991286024661,0.0,,,0.08749118114458379,13.449943459879037,-22.899886919758075,-21.808977828848985,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.234953974271095,0.0,,,0.08861138183690863,13.264350518347628,-22.528701036695256,-21.437791945786167,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.234043929410542,0.0,,,0.08705611298782845,13.431007204485706,-22.86201440897141,-21.77110531806232,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.1997550968972504,0.0,,,0.08789590348940056,13.332932577666023,-22.665865155332046,-21.574956064422956,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.217750378074071,0.0,,,0.08266723236356575,14.125566207768975,-24.25113241553795,-23.16022332462886,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.195014301969087,0.0,,,0.08263684421358954,14.18016479561378,-24.36032959122756,-23.26942050031847,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.212143122974709,0.0,,,0.06365016123628493,17.184210785467833,-30.368421570935666,-29.277512480026576,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.229305222142716,0.0,,,0.08689701359072793,13.496211385937091,-22.992422771874182,-21.901513680965092,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.1984935889905124,0.0,,,0.06030932976346192,17.897981525306538,-31.795963050613075,-30.705053959703985,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.2059375019242378,0.0,,,0.09116765070297728,12.878262370716559,-21.756524741433118,-20.66561565052403,True,sigma_color_stat_mag,True,False
constant,14,2,0.567460681637547,-3.227440470422329,0.0,,,0.0724254612406426,15.715151202453244,-27.430302404906488,-26.339393313997398,True,sigma_color_stat_mag,True,False
