sample,x_color,y_color,n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_slope,ols_slope_stderr,ols_intercept
8 общих галактик,F090W−F150W,Pan-STARRS g−z,8,0.8890411577755558,0.0031373666128494864,0.8571428571428572,0.006530017254715292,1.0097370913300945,0.21228166538498305,0.764441570276225
