label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut,nearest_neighbor_pix,accepted_for_stack
1991,9217.28125,2557.90625,96,1353.983099287099,1353.983099287099,1353.983099287099,7.165943792834948,188.94693266236808,3.102650347328234e-05,20.170733533291273,True,13.842069593271875,True
3164,9448.590361445782,2784.6385542168673,83,795.2382948289292,795.2382948289292,795.2382948289292,6.337313164191097,125.48508716949834,1.822287422168563e-05,20.74852342831722,True,12.978503373794123,True
11069,8342.653846153846,4253.051282051282,78,762.1016549846472,762.1016549846472,762.1016549846472,6.332665237688583,120.34453525966164,1.7463548590691532e-05,20.794734379991485,True,12.320619546484505,True
5518,8983.590163934427,3348.311475409836,61,1316.02746533257,1316.02746533257,1316.02746533257,15.208063128293222,86.53485024560558,3.015675066075397e-05,20.201604259238756,True,26.910496439068815,True
5507,8525.0,3343.333333333333,18,1514.6767180832749,1514.6767180832749,1514.6767180832749,42.74461625179968,35.435496932774605,3.470879546373551e-05,20.048966766908805,True,89.54902443788981,True
7615,8562.25,3748.95,20,181.22834019225223,181.22834019225223,181.22834019225223,7.7619593247780525,23.34827233811024,4.152844839343027e-06,22.354201359566503,True,21.017730610129597,True
