slope,delta_fornax_mag
-0.9367410503002481,-0.0872057102403116
-1.3639213597392448,-0.15597936321067526
-1.131293249730135,-0.09066582767140181
-1.4416231666499801,-0.22621852853817997
-2.418857444538465,-0.1596704569667462
-0.8657791178647675,-0.19427472903589793
-1.3165250326906246,-0.19972096228935007
-1.2343191358527918,-0.19643979947591292
-0.29470978657612773,-0.10022267323184822
-1.6787371522461236,-0.23964660560722437
-1.4816156184326186,-0.10654668565666332
-0.7048771738690589,-0.2119568528370853
-1.0491198470244087,-0.17478250038778378
-1.5473156817983815,-0.16253831565746907
-2.4012259549602595,-0.21885956938009143
-1.3808477130238186,-0.26721129563595947
-1.3854757677568448,-0.16776924925729728
-1.0176678903080116,-0.18218691360865147
-1.6863248003859599,-0.10804336273115427
-1.598970595969361,-0.10183555661834567
-0.1299885319800945,-0.10918212709418457
-0.2831078555033462,-0.2177139923915576
-1.2628323744265457,-0.09288403674076906
0.5239606722653696,-0.012638072647440737
-2.996995752801297,-0.1691358424073826
-1.5514244875309882,-0.18774985655657284
-1.9246984105465137,-0.2858703974988335
0.11575744900616874,-0.07788505363229001
-1.0452439183636066,-0.15258693514599955
-1.6399708898946093,-0.11273626489241907
-0.5302998755376164,-0.1356237481174094
-0.40678950675323794,-0.16639947701686708
-0.9507674781804033,-0.16209235048723836
-1.1732208691864887,-0.2559969735149589
-0.6046572980706924,-0.23933949097850954
-0.5918272933802297,-0.12573209352541959
-1.8970825729251037,-0.1373004820716668
-1.5945239725437432,-0.20706239384384542
-2.1662437152126865,-0.13839682053654434
-2.0175679954172665,-0.17335179681939972
-1.475994955161279,-0.2544236434373045
-1.405545269008627,-0.12822971409475456
-1.782612899562106,-0.3099754829860408
-2.801541586558998,-0.18599875110273517
-0.7697832740222215,-0.1997547875418518
-0.7987333952062193,-0.15455545580666089
-1.7526289656703324,-0.2665783018939272
-0.9166874946747128,-0.22942641624445045
-1.3176929884985304,-0.05054784830576797
-0.06993023285349509,-0.19143360681617053
-1.8030737959971088,-0.15471858035438868
-1.1910857250115756,-0.15467170535223798
-1.7464179290660309,-0.20802796637413104
-0.9909961990295121,-0.22265159807496565
0.02115703025573593,-0.028470224666256098
-0.21263023866305708,-0.05096261152331263
-0.35435672019304676,-0.07603022439042
-1.5720563891300012,-0.2151627380092777
-2.2436218724977657,-0.28434863047817444
-2.1506321922944087,-0.13681444347450103
-1.5635962481569075,-0.23607721700013531
-1.613256311480144,-0.09924901694089439
-0.7941205874467947,-0.1523302723770627
-0.49420834450416895,-0.14492549257235182
-0.6409594560951879,-0.20628817693561607
-1.765441205400928,-0.08410785103649474
-0.8249517214864825,-0.18083196470234422
-0.7737302329552302,-0.11452027924814163
-2.326663774020237,-0.15095350394031096
-1.2063789705565007,-0.13365876262303114
-2.252295746106743,-0.17844706168007343
-0.997147110807972,-0.2124646818960604
-1.8479953515636698,-0.16153445573128034
-1.4165196325418155,-0.1287209410392868
-1.0606560247772054,-0.1439054212666922
0.4757664444415143,0.0010611539255855227
-2.8022061309086856,-0.1629096509459742
-1.7982906387516573,-0.1707982433858774
-3.3719117884480116,-0.22929337307790923
-0.8087733554058385,-0.09748726096639061
-0.59156732775172,-0.08023429414489144
-0.7002693753906857,-0.0974033126307728
-0.7116927197530817,-0.1474187678753844
-0.9374287994983084,-0.09341321252765115
-2.753637979990091,-0.4016784423160215
-0.11248710766083701,-0.20253240507117934
-1.1910857250116114,-0.15467170535224103
-0.5512771713152522,-0.16213368704875075
-0.8110675453874557,-0.09213569948672179
-2.4022255136140243,-0.2165356861588923
-2.4188574186079683,-0.1596704571199801
-1.34557681839788,-0.2164664526736936
-0.8341502269188886,-0.16381915769524544
-0.766678526004726,-0.2263314639277101
-1.6779701466972903,-0.12231510064785953
-2.236739511889976,-0.17428856903807818
-2.355936859696876,-0.2703654293654076
-0.5427752318956842,-0.11586899904869005
-1.2019153662161686,-0.2018545039409932
-1.5679636948197013,-0.14487131370002795
-0.0046988319790010995,-0.1351300920381573
-2.0174888446093386,-0.18757578062462107
-2.403645888176384,-0.3261853960225818
-1.0606160372689215,-0.10579260259140216
-1.2664355694443103,-0.022054131053012415
-0.8679565718868736,-0.14003939202117044
-1.161084084401953,-0.13526126533026325
-1.6729187107862251,-0.11835732182033708
-0.9166229461773596,-0.1872340810908605
-1.207711943731198,-0.18540136464741216
-0.8470804661482604,-0.10035743616125681
-1.2744311548888267,-0.18068628154476943
-1.7046379574809856,-0.25988162215443367
-1.5546294042372337,-0.20412804081012667
-1.3108212359514921,-0.13593364042545844
-1.2002065849929888,-0.09558397227124213
-1.7943982939478198,-0.052621200781344926
-1.216553981505607,-0.2637960937590005
-1.1233581916826785,-0.12040247819874987
-2.9415689741843956,-0.15426395768892756
-0.2869360986591085,-0.21909263552187533
-1.115257580696781,-0.20179304261582445
-2.707846548745654,-0.10219177109754689
-1.2611623867943533,-0.2364014942341765
-1.0129954245149195,-0.1456717485901446
-0.6994375762497697,-0.0594864105271431
-3.104737778005906,-0.1128099407699041
-1.3060294636687682,-0.24800382149632144
-0.8698077324591452,-0.20799951549285883
-2.132909091535923,-0.11570962836443914
-0.2304069434101352,-0.11288573379681677
-3.2288281922274282,-0.24713031360577378
-1.418262436663017,-0.19207289107326062
-0.7232461345377899,-0.15935033700634804
1.7036864739691182,0.11433307725821691
-0.2208056869832133,-0.08846447512450438
-1.0799055886641515,-0.19340109394122154
-0.9239432484961198,-0.14745876111098863
-1.5854879072762766,-0.2617477076040715
-1.266613590365838,-0.15546429255639954
-0.663605965348119,-0.10915951962854965
-0.7424277411953863,-0.07223395312516898
-1.0792555530852825,-0.2325562721589724
-1.4456167381624732,-0.16712151209435736
-1.280824945969282,-0.20100042721550324
-0.6442767418915675,-0.14956905461404094
-1.6337682959329705,-0.269365853355851
-2.75164072167695,-0.19356028244449555
-2.1190501996640876,-0.3328093352172748
-1.5859303378755392,-0.17254235331349613
-1.5718103723156225,-0.05409272338626004
-0.3792473696144673,-0.06440454603972363
-0.8101740360900009,-0.16608350989808987
-1.12410558623981,-0.1358866864307777
-1.6313335578766388,-0.24110720073205963
-1.5791135809752763,-0.08121102829135547
-0.6551678389215936,-0.1729583727102734
-1.277613521127981,-0.2451425075298573
-0.02816584210932926,-0.09809007441971479
-0.6067309519759236,-0.17529831727775327
-0.938091982852744,-0.15169823641466532
-0.9734643563048686,-0.13865144205205948
-0.827418694172155,-0.21181550748398056
-1.1160157653204743,-0.15746966502352075
-1.1095564173274572,-0.04951087452584675
-1.255171333974496,-0.09786045491991413
-0.4986427200410978,-0.050216195856104116
-1.2296541291244796,-0.18068715542618216
2.6869218480886867,0.19185537016892962
-1.757409529252178,-0.13512831813097675
-0.364154434408444,-0.1224417799513083
-1.166398299282532,-0.13376342999658583
-3.454678379917248,-0.18091819339992712
-1.494552602512363,-0.14595579939130648
-1.407674095370816,-0.27860918126985473
-1.6356179850458163,-0.08402075131816243
-1.6070076049399524,-0.08043573432372965
-0.5304605566911835,-0.1762459362587101
-0.45595583217746105,-0.23955230390576962
-1.6946207853735142,-0.19830759126827233
-1.077793821278372,-0.16062862068452524
-0.12529737265722407,-0.06708338432698474
-1.210522604918285,-0.19652394235368967
-0.7613140205686325,-0.11071210596587741
-0.9948573741952415,-0.19889031921714617
-1.7526289656703005,-0.2665783018939239
1.1475517558286439,0.08312303804807898
-2.458668914270773,-0.16708268989075514
-0.8723330548881076,-0.13091009224280586
-1.6729187107852574,-0.11835732182035377
-1.68448364302808,-0.2899616694932338
-2.2174479127877875,-0.17346824297264457
-1.177972243451304,-0.3002747723718696
-1.2851462775320868,-0.17181606831667082
-2.463747783420523,-0.21610779343013264
-1.6309468100177553,-0.16931134837189335
-1.7316255076156613,-0.2224657107639976
-1.2339202999039158,-0.1612153217548836
0.11168567305528283,-0.09793948687347326
-0.9623502388592737,-0.23418432864802866
-0.31476084234509444,-0.04424951673467384
-0.8968515534857867,-0.11081362732171893
-1.8552287079651895,-0.18343010161482765
-0.4027816177287454,-0.1715150643677757
-0.4413843470813721,-0.2088974207615543
-0.6400707322073123,-0.04525550633481485
-1.640822830266466,-0.14306930038364143
2.0519081271165214,0.13968239232270474
-0.5961021120269583,-0.04611794398319083
-0.07681137986120755,0.010289512799664354
-0.7384208827704907,-0.2074694137714386
-2.2373521303817854,-0.18820494906015114
-1.194205598704656,-0.22885904093279363
-1.5365783360253185,-0.17539549708916047
-1.282087546542114,-0.21138056314593454
-0.9900917281440021,-0.1615927035719876
-1.3008023784622254,-0.18450501575213507
-1.0813485929144524,-0.1479747130102493
-0.9131627572511025,-0.16409262104885997
-1.2496669073581141,-0.22128323915744577
-0.806473251597992,-0.11850425057211905
-1.4166349377279752,-0.08248925760947357
-0.8352760191307156,-0.19594167675575436
