rank,galaxy,environment,Mbar_F150W_paper4,Mbar_F110W_individual,sbf_sbf_mapping_residual,abs_sbf_sbf_mapping_residual,fluctuation_color_F110W_minus_F150W,visual_score,residual_structure_score,abs_annulus_delta_mag,winsor_changed_percent,psf_position_span_mag,noise_log_slope_0p04_0p25,minimum_usable_fraction
1,NGC 4552,Virgo,-3.0725899454440935,-2.6129999999999995,0.13082135343934764,0.13082135343934764,0.45958994544409393,9.0,0.2049885678023868,0.1747174204688235,0.34781841769309996,0.004477787184046133,-1.438962963408805,0.780774437709609
2,NGC 1399,Fornax,-3.340690080211715,-2.6580000000000013,-0.12107393546895928,0.12107393546895928,0.6826900802117137,9.5,0.05022057850723777,0.0470168698731932,0.20602517419894498,0.005737819507730198,-1.481555674309384,0.8925996894016885
3,NGC 4472,Virgo,-3.303243287226856,-2.5859999999999985,-0.10955489585900346,0.10955489585900346,0.7172432872268573,4.0,1.61160683484606,0.029474764129997,0.09004934003140501,0.004416630002593414,-1.3884481224791818,0.8556760386571531
4,NGC 4636,Virgo,-3.179500770167955,-2.710000000000001,0.058840974234452004,0.058840974234452004,0.46950077016795433,6.0,0.9696590684067558,0.1099153933797723,0.25118834615243,0.00487751074457492,-1.404147038300666,0.744552645769853
5,NGC 1380,Fornax,-3.3207793023393357,-2.808,-0.04714700473220068,0.04714700473220068,0.5127793023393359,7.0,0.39810459556925276,0.0991702995227292,0.26528343078586497,0.004240279734670002,-1.4991886893967337,0.7462980529916778
6,NGC 4697,Virgo,-3.229122359091182,-2.804000000000002,0.04306950777290375,0.04306950777290375,0.4251223590911799,6.0,0.40430718876483823,0.173425579920341,0.47852582807741,0.004477787184046133,-1.5647873919786914,0.636131131400617
7,NGC 1404,Fornax,-3.189002507483245,-2.6359999999999992,0.022691268172734147,0.022691268172734147,0.5530025074832459,8.0,0.12018679613143911,0.1098843835100851,0.25757739576134997,0.004240279734670002,-1.4774849371578451,0.8913488950360192
8,NGC 4649,Virgo,-3.1364052134081604,-2.4890000000000008,0.022352732440727108,0.022352732440727108,0.6474052134081596,5.0,1.40048752289978,0.0428015496205915,0.12457281018459498,0.004477787184046133,-1.3673277749719739,0.841700985965112
