color_axis,n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_intercept,ols_slope,ols_slope_stderr
our_color,8,0.5999056776055514,0.11591245241028868,0.6190476190476191,0.1017330374542646,-0.2894514480480045,1.4836593945736798,0.8078002766203511
paper3_color,8,0.7347839690686012,0.03785316351681349,0.7142857142857144,0.04652823228416724,-1.589831361446886,1.6013775956902374,0.6035052272954435
