schema_version,pipeline_version,target_id,program_id,observation_id,method_variant,summary,record_type,method_id,quantity_family,quantity_name,primary_unit,selected_region,selected_for_final,selection_reason,signal_filter,color_filter,color_name,sampling_mode,color_index,sigma_proxy,calibration_applied,distance_computed,notes,region_id
sbf-table-2,sbf-3.1,NGC 4473,7763,004,default,selected SBF-annulus color,selected_color,selected_sbf_annulus_color_v1,color_index,color_index,AB mag,circular_inner_lit,True,single_annulus_qc_rank_then_k03_k04_stability_v1,F150W,F115W,F115W-F150W,wcs_bilinear,0.21451269663459532,0.018378252755230997,False,False,single selected SBF annulus; no averaging between annuli,
sbf-table-2,sbf-3.1,NGC 4473,7763,004,default,diagnostic mean of available annulus colors,diagnostic_color,unweighted_annulus_mean_diagnostic_v1,color_index,color_index,AB mag,,False,diagnostic only,F150W,F115W,F115W-F150W,wcs_bilinear,0.212869522655121,0.002323798927111171,False,False,diagnostic only; never used as the calibration color,
