amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
1.2374426105939826,250.0,4.0,1078.2179873480668,3059.030118801051,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
