label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_jy,mag_ab
12482,8700.44757033248,3632.227621483376,391,14121.314879409309,14121.314879409309,14121.314879409309,0.0003235905916670948,17.625075907039676
56,7992.719512195122,2157.4024390243903,164,5170.5107664660245,5170.5107664660245,5170.5107664660245,0.00011848249631353104,18.71593013282897
312,8747.474452554745,2424.7226277372265,137,4462.243752436005,4462.243752436005,4462.243752436005,0.00010225252452369107,18.87588052439371
11482,8429.679487179486,3157.2735042735044,234,3994.9121462922612,3994.9121462922612,3994.9121462922612,9.154359888693667e-05,18.995995667271032
11571,8477.423529411764,3191.1882352941175,170,3432.094759425408,3432.094759425408,3432.094759425408,7.864661211396052e-05,19.160865574493073
10,8034.968421052632,2048.705263157895,95,3146.8589788668965,3146.8589788668965,3146.8589788668965,7.211042084680457e-05,19.255070546848525
9429,8425.845637583892,3837.463087248322,149,3068.6008118089676,3068.6008118089676,3068.6008118089676,7.031713128437278e-05,19.282412760803254
11573,8477.988636363636,3201.721590909091,176,2866.1858773676454,2866.1858773676454,2866.1858773676454,6.567878358393091e-05,19.35650287039592
10797,9055.252688172042,2862.2043010752686,186,2777.5169374370776,2777.5169374370776,2777.5169374370776,6.364693067365669e-05,19.39062195987422
11478,8422.156378600823,3141.242798353909,243,2507.223248997151,2507.223248997151,2507.223248997151,5.745313814703499e-05,19.501781234120116
12523,8848.63125,3719.55625,160,2483.6744596896883,2483.6744596896883,2483.6744596896883,5.691351653742434e-05,19.512027071386676
10568,9312.826388888889,4249.819444444444,144,2406.0867962034904,2406.0867962034904,2406.0867962034904,5.5135591595733894e-05,19.546485525174862
11444,8473.340277777777,3159.7361111111113,144,2301.7763606700637,2301.7763606700637,2301.7763606700637,5.274531308133497e-05,19.59460593597627
10657,8311.920792079209,2528.7821782178216,101,2150.7036663669755,2150.7036663669755,2150.7036663669755,4.9283475217669736e-05,19.66831231114845
7691,9198.415254237289,3545.14406779661,118,1717.5921435997336,1717.5921435997336,1717.5921435997336,3.935870439378236e-05,19.91246363746044
11578,8490.424050632912,3210.0443037974683,158,1711.6817931821636,1711.6817931821636,1711.6817931821636,3.9223268437222104e-05,19.916206171829728
8132,8525.947916666666,3606.572916666667,96,1684.7349638746737,1684.7349638746737,1684.7349638746737,3.860578058190367e-05,19.933434777256835
11441,8485.514925373134,3155.5223880597014,134,1605.3878212360182,1605.3878212360182,1605.3878212360182,3.6787537093050175e-05,19.985813839759487
1729,8650.796296296296,2784.1666666666665,54,1596.0151847852899,1596.0151847852899,1596.0151847852899,3.657276268992472e-05,19.99217120231821
8731,8058.488188976378,3705.244094488189,127,1558.995876638522,1558.995876638522,1558.995876638522,3.572446351037833e-05,20.01765133346948
11491,8428.963235294117,3168.698529411765,136,1548.0346174828617,1548.0346174828617,1548.0346174828617,3.5473285743584926e-05,20.025312079195253
12379,8796.448275862069,3454.560344827586,116,1366.6800981133722,1366.6800981133722,1366.6800981133722,3.1317538440630554e-05,20.16059657435892
4098,9073.21052631579,3076.7368421052633,95,1334.4922862951043,1334.4922862951043,1334.4922862951043,3.0579953225677956e-05,20.18647358030481
11486,8444.573333333334,3159.5066666666667,75,1185.651465650862,1185.651465650862,1185.651465650862,2.7169258851408685e-05,20.314871143566698
6938,8764.218390804597,3454.4942528735633,87,1145.790608730098,1145.790608730098,1145.790608730098,2.6255845448655714e-05,20.352000604024457
2,7974.822222222222,2007.3333333333333,45,1064.7107599255696,1064.7107599255696,1064.7107599255696,2.4397896916880363e-05,20.431684642168825
12524,8856.945205479453,3713.4109589041095,73,1058.9780391079441,1058.9780391079441,1058.9780391079441,2.4266531350920028e-05,20.437546365096107
4479,8657.76,3134.02,100,1045.9338543046754,1045.9338543046754,1045.9338543046754,2.3967623245382392e-05,20.45100319912898
9115,9159.729166666666,3774.760416666667,96,1022.8590205379002,1022.8590205379002,1022.8590205379002,2.3438862349178724e-05,20.47522430095894
10598,9545.578313253012,4272.855421686747,83,1008.1352169199133,1008.1352169199133,1008.1352169199133,2.3101465699856663e-05,20.490966784546863
10946,8709.152777777777,2958.3333333333335,72,952.6773631126422,952.6773631126422,952.6773631126422,2.1830646383147767e-05,20.552399134993085
11474,8403.95,3138.4700000000003,100,925.4416131890823,925.4416131890823,925.4416131890823,2.1206537898383888e-05,20.583891189835096
1491,7843.911392405063,2744.645569620253,79,919.0970761282969,919.0970761282969,919.0970761282969,2.1061152534564336e-05,20.591360288526836
8446,9322.094594594595,3657.027027027027,74,910.4847907324762,910.4847907324762,910.4847907324762,2.086380161146417e-05,20.60158201109055
3705,9007.791044776119,3029.6567164179105,67,901.578681912847,901.578681912847,901.578681912847,2.0659717710849678e-05,20.612254664446393
1479,9131.785714285714,2740.2,70,896.0940867423914,896.0940867423914,896.0940867423914,2.0534037955712284e-05,20.618879721158898
9300,8386.578947368422,3810.592105263158,76,890.543873745194,890.543873745194,890.543873745194,2.0406854565002662e-05,20.625625448847718
11582,8487.045977011494,3216.666666666667,87,889.8772301967692,889.8772301967692,889.8772301967692,2.039157839687611e-05,20.626438513878696
11435,8461.413461538461,3127.5,104,889.1516326021572,889.1516326021572,889.1516326021572,2.037495129402076e-05,20.627324174183276
11774,8556.404255319148,3266.021276595745,141,865.2829750110163,865.2829750110163,865.2829750110163,1.9827999887712366e-05,20.65686835284806
4298,7439.324324324324,3107.6486486486488,74,865.0370833374336,865.0370833374336,865.0370833374336,1.9822365268498778e-05,20.657176935636507
10102,9335.416666666666,4002.583333333333,48,859.649337346818,859.649337346818,859.649337346818,1.9698904816852208e-05,20.66396041794667
12526,8864.648148148148,3717.037037037037,108,853.8638586290173,853.8638586290173,853.8638586290173,1.9566330301139062e-05,20.67129217073426
11445,8472.394736842105,3163.7631578947367,38,821.8778853241749,821.8778853241749,821.8778853241749,1.883337022517234e-05,20.712745512731054
12071,8585.945945945947,3337.7027027027025,74,809.7493608009206,809.7493608009206,809.7493608009206,1.85554445178254e-05,20.728887215151705
6409,8817.578313253012,3392.867469879518,83,800.8782679752723,800.8782679752723,800.8782679752723,1.8352163010352537e-05,20.74084747695641
12527,8856.709090909091,3725.9454545454546,55,785.4394987492169,785.4394987492169,785.4394987492169,1.7998382890644595e-05,20.761981905804348
5558,9540.362068965518,3282.0862068965516,58,781.9836994382757,781.9836994382757,781.9836994382757,1.7919193087622726e-05,20.766769499240812
11552,8501.62962962963,3170.148148148148,81,690.599668780784,690.599668780784,690.599668780784,1.582512374621175e-05,20.901697835497647
4670,8465.166666666666,3165.5333333333333,30,681.6557150457403,681.6557150457403,681.6557150457403,1.5620172627588513e-05,20.91585104926212
4700,9523.193548387097,3166.951612903226,62,671.0977243614763,671.0977243614763,671.0977243614763,1.5378235776699482e-05,20.932799334397664
11477,8415.067567567567,3145.7567567567567,74,666.257979203695,666.257979203695,666.257979203695,1.5267332789796474e-05,20.940657691699155
11436,8466.28125,3136.375,64,664.6738612079155,664.6738612079155,664.6738612079155,1.523103265174968e-05,20.943242249406154
11476,8400.7875,3147.6875,80,652.3341288798462,652.3341288798462,652.3341288798462,1.4948267107665974e-05,20.963588498356668
8255,8646.446808510638,3623.0851063829787,47,644.8680496322729,644.8680496322729,644.8680496322729,1.4777181552121963e-05,20.97608659956478
11464,8383.6875,3121.4375,96,640.6920492289447,640.6920492289447,640.6920492289447,1.4681488307345912e-05,20.983140413355148
11574,8462.173913043478,3203.869565217391,69,635.082669802776,635.082669802776,635.082669802776,1.455294911514605e-05,20.99268809522279
11440,8474.448979591836,3145.4897959183672,49,607.5795187499332,607.5795187499332,607.5795187499332,1.3922713120984071e-05,21.04075593591743
30,8178.436363636363,2110.4727272727273,55,597.2901527684795,597.2901527684795,597.2901527684795,1.3686931817737816e-05,21.05930036278849
255,8810.5,2402.467741935484,62,592.9547362431541,592.9547362431541,592.9547362431541,1.3587585545061823e-05,21.06720989391961
260,8245.225,2402.75,40,585.4217755484497,585.4217755484497,585.4217755484497,1.3414967398025196e-05,21.081091568389798
11492,8429.591549295776,3179.2535211267605,71,585.095524949634,585.095524949634,585.095524949634,1.340749135027723e-05,21.081696808647212
11473,8392.0125,3136.7,80,580.9287123792889,580.9287123792889,580.9287123792889,1.3312008645124192e-05,21.089456644813353
11764,8543.137254901962,3255.735294117647,102,571.4209999362733,571.4209999362733,571.4209999362733,1.3094138969310782e-05,21.107373257737144
270,7992.424242424242,2408.9242424242425,66,570.3592808893646,570.3592808893646,570.3592808893646,1.3069809627637764e-05,21.109392467842838
11494,8438.412698412698,3191.396825396825,63,555.5145846196438,555.5145846196438,555.5145846196438,1.2729642717540633e-05,21.13802508604245
11481,8418.52,3152.12,50,547.2795687971673,547.2795687971673,547.2795687971673,1.254093694437863e-05,21.154240661712787
11646,8541.159090909092,3220.193181818182,88,536.6436196942071,536.6436196942071,536.6436196942071,1.2297213672674915e-05,21.175548824103174
11513,8528.623529411765,3134.5176470588235,85,536.6160495221563,536.6160495221563,536.6160495221563,1.2296581900891447e-05,21.175604605448232
2645,7385.254237288135,2910.6101694915255,59,535.131701732043,535.131701732043,535.131701732043,1.2262568001779056e-05,21.178612050371235
11588,8494.753623188406,3224.130434782609,69,526.3556651219342,526.3556651219342,526.3556651219342,1.2061464711936121e-05,21.19656549587187
11637,8451.545454545454,3200.939393939394,66,525.9395781040262,525.9395781040262,525.9395781040262,1.2051930058438225e-05,21.197424115667264
2930,8504.673913043478,2940.608695652174,46,491.0427606972888,491.0427606972888,491.0427606972888,1.1252267853581488e-05,21.271965467933466
10786,8826.649122807017,2844.9473684210525,57,484.585579472993,484.585579472993,484.585579472993,1.1104301243480734e-05,21.28633753466766
9521,9045.452830188678,3852.8113207547167,53,474.4019442692311,474.4019442692311,474.4019442692311,1.087094276595594e-05,21.309397599164484
11420,8536.511111111111,3109.7333333333336,90,472.9031568181765,472.9031568181765,472.9031568181765,1.083659798133697e-05,21.31283321701307
10530,9432.862068965518,4210.689655172414,58,471.75630889498944,471.75630889498944,471.75630889498944,1.0810317907478027e-05,21.315469457835277
