amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
3.481253813820073,924.578467840282,3.511710776239245,6610.5873245315115,1166.8854005585151,0.0,1.5707963267948966,2000.0,global NaN/WHT gap fill for isophote solver only
