amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
2.317468820775964,985.1967317308153,4.040743196830622,1058.0379068980421,3036.05777927578,0.0,1.5707963267948966,2000.0,global NaN/WHT gap fill for isophote solver only
