amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.2914157655693218,250.0,4.0,1078.4641589272019,3058.757206164186,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
