model_intensity,residual_median,residual_sigma,n_pixels,residual_sigma_monotonic
1.1454592943191528,0.004657074809074402,0.21936307847499847,8084,0.21936307847499847
1.24174964427948,0.0008439868688583374,0.23226220905780792,8083,0.23226220905780792
1.3529096841812134,0.003348812460899353,0.24372583627700806,8083,0.24372583627700806
1.4851820468902588,-0.00149555504322052,0.25227653980255127,8084,0.25227653980255127
1.63925039768219,0.005212351679801941,0.2676197588443756,8083,0.2676197588443756
1.821688175201416,0.007024690508842468,0.28826919198036194,8083,0.28826919198036194
2.034928560256958,-0.0003714710474014282,0.30390632152557373,8084,0.30390632152557373
2.2886576652526855,0.006997987627983093,0.3344624936580658,8083,0.3344624936580658
2.5706632137298584,-0.020751670002937317,0.3528941571712494,8083,0.3528941571712494
2.8802075386047363,-0.014072015881538391,0.38050004839897156,8083,0.38050004839897156
3.2256739139556885,-0.030582502484321594,0.41480687260627747,8084,0.41480687260627747
3.5586647987365723,0.008590146899223328,0.42434149980545044,8083,0.42434149980545044
4.006566524505615,0.0516849011182785,0.46281662583351135,8083,0.46281662583351135
4.58044958114624,0.04793231189250946,0.5209136605262756,8084,0.5209136605262756
5.197292804718018,0.08223168551921844,0.5892312526702881,8083,0.5892312526702881
6.300826072692871,0.19471709430217743,0.5924370884895325,8083,0.5924370884895325
8.023792266845703,0.28310078382492065,0.686130702495575,8084,0.686130702495575
9.953665733337402,0.705847442150116,0.9014613628387451,8083,0.9014613628387451
13.881248474121094,1.8789712190628052,1.5021075010299683,8083,1.5021075010299683
26.51331901550293,8.590346336364746,8.894944190979004,8084,8.894944190979004
