galaxy,ring,branch,requested_kmin,effective_kmin,kmax,n_psf,P0,P0_sigma_formal,P0_psf_mad,P0_sigma_total,P1,P1_negative_fraction,Pr,P_fluctuation,mbar,mbar_sigma,chi2_reduced,aicc,condition_number,k_window_scatter,k_window_scatter_method,sigma_measurement,sigma_measurement_method
NGC 3379,inner,no_winsor,0.01,0.01,0.25,5,3.011722552067792,0.05248763655881294,0.004408898479102307,0.05267248216411551,-0.2625894796904032,1.0,8.367643804884014e-05,3.0116388756297434,26.802759405404196,0.01898913622839284,26.778753205401088,673.9688301350272,18.190582191921756,0.003122455142703794,k-window MAD,0.01898913622839284,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,no_winsor,0.03,0.03,0.25,5,3.0058863591199247,0.05481427457371159,0.004496648236547077,0.0549984049078288,-0.26156844147264247,1.0,8.367643804884014e-05,3.005802682681876,26.80486547254483,0.01986616079505869,28.498058747957568,660.0008057484786,18.41205879198177,0.003122455142703794,k-window MAD,0.01986616079505869,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,no_winsor,0.04,0.04,0.25,5,2.9934126674804133,0.052814156812159556,0.0041401921885984155,0.052976186642093366,-0.25933438116999974,1.0,8.367643804884014e-05,2.9933289910423646,26.809380512011725,0.0192154500890045,25.99693100435965,576.5039106673408,18.571325998662164,0.003122455142703794,k-window MAD,0.0192154500890045,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,raw_global_3p5,0.01,0.01,0.25,5,2.6871463587907063,0.04936411804534367,0.0038514565346384187,0.049514138060081724,-0.23588869271178978,1.0,8.367643804884014e-05,2.6870626823526575,26.926572148003704,0.020006713163890258,29.960139273323612,753.5034818330903,18.290457446652816,0.0036046875597608614,k-window MAD,0.020006713163890258,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,raw_global_3p5,0.03,0.03,0.25,5,2.6811358541809436,0.051430505831572396,0.00392507191064689,0.05158006513756212,-0.2348361897961776,1.0,8.367643804884014e-05,2.681052177742895,26.929003476453563,0.02088819629418054,31.749985085121313,734.7951115032447,18.508364220875468,0.0036046875597608614,k-window MAD,0.02088819629418054,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,raw_global_3p5,0.04,0.04,0.25,5,2.6696109764743046,0.0496440236629814,0.003610775397091761,0.049775162324385246,-0.2327755332867409,1.0,8.367643804884014e-05,2.669527300036256,26.933680725482326,0.02024429412374389,29.071430697475954,644.1429039158995,18.66771154280002,0.0036046875597608614,k-window MAD,0.02024429412374389,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,normalized_full_3p5,0.01,0.01,0.25,5,2.9408553859393995,0.05236303073388364,0.004250313433061155,0.05253524675793293,-0.2576751570004625,1.0,8.367643804884014e-05,2.940771709501351,26.828613362420583,0.019396071870081258,28.07975094374085,706.4937735935213,18.255389343469126,0.0032991337508919754,k-window MAD,0.019396071870081258,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,normalized_full_3p5,0.03,0.03,0.25,5,2.9348343953598777,0.05464351275744536,0.0043334650289834084,0.054815074620313306,-0.2566218512068827,1.0,8.367643804884014e-05,2.934750718921829,26.830838597649837,0.02027930709687574,29.84257887409074,690.9247686495415,18.476338602716503,0.0032991337508919754,k-window MAD,0.02027930709687574,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,normalized_full_3p5,0.04,0.04,0.25,5,2.9225456756988173,0.052706750396481615,0.003988885775109649,0.05285747579182993,-0.2544234582062634,1.0,8.367643804884014e-05,2.9224619992607686,26.835394459990823,0.019637304154453552,27.286203612085195,604.8679080373029,18.634957834032676,0.0032991337508919754,k-window MAD,0.019637304154453552,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,normalized_union_3p5,0.01,0.01,0.25,5,2.9448679732633725,0.05237280583127986,0.00425908412590025,0.05254569999754915,-0.2579827044703096,1.0,8.367643804884014e-05,2.9447842968253237,26.827132920469914,0.019373496711865393,28.009458074485863,704.7364518621466,18.25280438217817,0.0032901202789400626,k-window MAD,0.019373496711865393,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,normalized_union_3p5,0.03,0.03,0.25,5,2.9388552226366764,0.05465575525305119,0.004342474858299803,0.054827991666450804,-0.2569308515248538,1.0,8.367643804884014e-05,2.9387715461986277,26.829352076195626,0.020256333182293296,29.76980970156852,689.2510776815304,18.47380946953852,0.0032901202789400626,k-window MAD,0.020256333182293296,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,inner,normalized_union_3p5,0.04,0.04,0.25,5,2.926557870216846,0.052715791018969706,0.003997315380824281,0.052867127338351395,-0.25473081980226164,1.0,8.367643804884014e-05,2.9264741937787973,26.833904894918387,0.01961396219205651,27.216715770095416,603.3391755135277,18.632437825374677,0.0032901202789400626,k-window MAD,0.01961396219205651,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,no_winsor,0.01,0.01,0.25,5,2.317941630591297,0.024040138383943973,0.003865607263411448,0.02434894603538551,-0.17305463424065876,1.0,0.0154165467881636,2.3025250838031335,27.094255716560525,0.011481539308424878,26.685909057347814,671.6477264336953,17.0632492779267,0.001097285299493459,k-window MAD,0.011481539308424878,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,no_winsor,0.03,0.03,0.25,5,2.316372613761737,0.025114792761244127,0.0043549603262215,0.025489576200541344,-0.17270686494799492,1.0,0.0154165467881636,2.300956066973573,27.094995825355543,0.012027589801516515,28.243938256404235,654.1560344427519,17.322902336040183,0.001097285299493459,k-window MAD,0.012027589801516515,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,no_winsor,0.04,0.04,0.25,5,2.3138513936486733,0.025817502761082047,0.00514164740233229,0.026324513040669708,-0.17233687089896116,1.0,0.0154165467881636,2.2984348468605096,27.09618614828411,0.012435191243259636,29.053677379755207,643.7523309260431,17.552643941718685,0.001097285299493459,k-window MAD,0.012435191243259636,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,raw_global_3p5,0.01,0.01,0.25,5,2.30642448272515,0.02430082927609855,0.003895775948658302,0.024611122968045015,-0.17297304706139635,1.0,0.0154165467881636,2.291007935936986,27.099700157936162,0.01166350706473318,27.62083618138632,695.020904534658,17.09907650363213,0.0011407402148946517,k-window MAD,0.01166350706473318,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,raw_global_3p5,0.03,0.03,0.25,5,2.3048015102468815,0.025388626904505756,0.004382830558030051,0.025764152999790145,-0.17261624366999617,1.0,0.0154165467881636,2.289384963458718,27.100469576670072,0.012218597633549249,29.239723833544858,677.0591027169862,17.358465574819352,0.0011407402148946517,k-window MAD,0.012218597633549249,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,raw_global_3p5,0.04,0.04,0.25,5,2.302246745176225,0.026096465271269964,0.005163803160819208,0.026602450314553466,-0.1722396219173301,1.0,0.0154165467881636,2.2868301983880612,27.101681845377694,0.012630252767411056,30.074337067952104,666.2068440663749,17.58808298263188,0.0011407402148946517,k-window MAD,0.012630252767411056,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,normalized_full_3p5,0.01,0.01,0.25,5,2.3003057764264256,0.024582800081766835,0.003940663514173881,0.024896644127111924,-0.17353619397423936,1.0,0.0154165467881636,2.284889229638262,27.10260376554526,0.011830415039447572,28.53105872682017,717.7764681705042,17.143987239117727,0.0012273249534095704,k-window MAD,0.011830415039447572,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,normalized_full_3p5,0.03,0.03,0.25,5,2.298564327084191,0.02568199897554915,0.004423783948645231,0.02606021749342086,-0.17315894313689548,1.0,0.0154165467881636,2.2831477802960274,27.10343158488521,0.012392768387865623,30.205683391707176,699.2761725547196,17.402594058816625,0.0012273249534095704,k-window MAD,0.012392768387865623,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,normalized_full_3p5,0.04,0.04,0.25,5,2.295937632621532,0.026387997866106044,0.005198549179338234,0.026895191855638722,-0.17276886166154667,1.0,0.0154165467881636,2.280521085833368,27.1046814115819,0.012804566339237341,31.04835008310333,687.6351303997018,17.631696122412233,0.0012273249534095704,k-window MAD,0.012804566339237341,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,normalized_union_3p5,0.01,0.01,0.25,5,2.3015762715286567,0.02455660602448057,0.0039367992936138645,0.024870168638747785,-0.17352511912483565,1.0,0.0154165467881636,2.286159724740493,27.10200021805332,0.011811266823272281,28.42711116183986,715.1777790459965,17.13921194377102,0.0012198430454139454,k-window MAD,0.011811266823272281,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,normalized_union_3p5,0.03,0.03,0.25,5,2.299844471812562,0.02565496115956633,0.00442030680687974,0.026032981856979123,-0.17314950772886173,1.0,0.0154165467881636,2.2844279250243984,27.102822990915463,0.012372879271133876,30.095944166461916,696.7521703740786,17.397874407586645,0.0012198430454139454,k-window MAD,0.012372879271133876,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 3379,outer,normalized_union_3p5,0.04,0.04,0.25,5,2.2972240709441722,0.02636113192255836,0.005195931922734632,0.026868326795396438,-0.17276063742766995,1.0,0.0154165467881636,2.2818075241560085,27.104069122192644,0.01278456436584192,30.937255034880614,685.191039338802,17.627034610307845,0.0012198430454139454,k-window MAD,0.01278456436584192,"max(fit covariance + PSF MAD, k-window MAD)"
