label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_jy,mag_ab
11832,7961.71875,3890.4375,672,14795.39324901528,14795.39324901528,14795.39324901528,0.0003390466694596409,17.57441691590597
13406,8520.506060606062,3129.6863636363637,660,11616.433168397496,11616.433168397496,11616.433168397496,0.0002661986005007205,17.837051202516093
13407,8523.895117540687,3148.139240506329,553,9516.962332973293,9516.962332973293,9516.962332973293,0.0002180877742186545,18.053487321909504
13403,8541.135951661632,3111.3001007049343,993,8309.121521383307,8309.121521383307,8309.121521383307,0.00019040926662411862,18.20084542148632
13391,8576.30282375852,3089.1703992210323,1027,5941.135805198365,5941.135805198365,5941.135805198365,0.00013614523613246932,18.565059498499497
13416,8458.76254180602,3204.846153846154,299,5427.170442041367,5427.170442041367,5427.170442041367,0.00012436736435419854,18.66329954559895
12188,7446.3877005347595,3973.572192513369,374,5146.270255752833,5146.270255752833,5146.270255752833,0.00011793034230221227,18.72100172449246
13418,8432.807228915663,3215.409638554217,83,4721.587118177231,4721.587118177231,4721.587118177231,0.0001081984344747362,18.81451317978058
13408,8519.11313868613,3158.1131386861316,274,4413.681358718827,4413.681358718827,4413.681358718827,0.0001011425610352951,18.887730756718025
13409,8497.767801857584,3160.0990712074304,323,4131.20058064329,4131.20058064329,4131.20058064329,9.466931862930138e-05,18.95954249391256
13423,8386.04990757856,3264.502772643253,541,3768.1527098358647,3768.1527098358647,3768.1527098358647,8.634982556953672e-05,19.05941196075643
14918,7995.334928229665,3523.468899521531,209,3171.060705560931,3171.060705560931,3171.060705560931,7.266704931593011e-05,19.246721807798334
12408,7304.580310880829,4042.2901554404143,193,2678.703342613834,2678.703342613834,2678.703342613834,6.138433980753261e-05,19.42992164893433
13434,8401.08830548926,3291.797136038186,419,2512.828302568278,2512.828302568278,2512.828302568278,5.7583198538261285e-05,19.499326160535603
13258,8159.616279069767,2885.5,172,2255.7529410410843,2255.7529410410843,2255.7529410410843,5.169213882399994e-05,19.616504367301
13435,8383.02806122449,3296.7576530612246,392,2206.0951238618886,2206.0951238618886,2206.0951238618886,5.05541955977621e-05,19.640672611221195
11666,7269.126829268293,3843.6,205,2136.0391681397164,2136.0391681397164,2136.0391681397164,4.894881491854322e-05,19.675710167969452
734,8934.391812865497,2451.456140350877,171,2115.2111478435636,2115.2111478435636,2115.2111478435636,4.847152642786262e-05,19.686348881271208
14062,8462.584507042253,3165.4647887323945,142,2062.460444120268,2062.460444120268,2062.460444120268,4.726270756728749e-05,19.713769128033633
13402,8569.372881355932,3117.401129943503,354,1624.976365871927,1624.976365871927,1624.976365871927,3.7237457330590135e-05,19.972615575839946
13415,8493.666666666666,3201.2261904761904,168,1611.0382692205872,1611.0382692205872,1611.0382692205872,3.691805620561105e-05,19.98196855563105
13421,8409.186746987953,3252.849397590361,166,1560.8692268876512,1560.8692268876512,1560.8692268876512,3.5768397901388976e-05,20.01631690191878
13411,8490.19540229885,3171.2183908045977,87,1433.1486033997635,1433.1486033997635,1433.1486033997635,3.284159147684469e-05,20.109005135994362
6596,8233.583333333334,3206.527777777778,72,1423.027704676239,1423.027704676239,1423.027704676239,3.260966408252702e-05,20.116699809555616
13420,8399.658333333333,3244.0458333333336,240,1377.931460237551,1377.931460237551,1377.931460237551,3.157625245062648e-05,20.15166415836991
13432,8410.520179372197,3279.403587443946,223,1371.063771895905,1371.063771895905,1371.063771895905,3.141887462227597e-05,20.15708905929451
13392,8546.872340425532,3082.7744680851065,235,1353.231454120334,1353.231454120334,1353.231454120334,3.101023472681691e-05,20.171302988358093
13235,8889.13223140496,2869.5867768595044,121,1321.4226395067333,1321.4226395067333,1321.4226395067333,3.0281313739541478e-05,20.19712884007205
12953,8560.463133640553,2058.89400921659,434,1299.487495969446,1299.487495969446,1299.487495969446,2.9778654754054128e-05,20.21530293559268
710,9353.33620689655,2443.7327586206898,116,1272.8657181245305,1272.8657181245305,1272.8657181245305,2.9168598301920705e-05,20.237776723318113
13425,8425.151162790698,3263.7441860465115,172,1206.6608728738022,1206.6608728738022,1206.6608728738022,2.7651468482755925e-05,20.295770121605138
12542,7532.4390243902435,4092.9268292682927,123,1191.4765789781407,1191.4765789781407,1191.4765789781407,2.7303509885997234e-05,20.309519423531984
13413,8487.380000000001,3194.88,50,1186.9975918001103,1186.9975918001103,1186.9975918001103,2.7200870796943976e-05,20.313608603349852
14063,8464.714285714286,3177.1190476190477,42,1163.9623822570175,1163.9623822570175,1163.9623822570175,2.6673003038078534e-05,20.334885836202886
2490,8198.166666666666,2741.8245614035086,114,1111.6401781952943,1111.6401781952943,1111.6401781952943,2.5474003543617945e-05,20.384822610063207
980,8807.82075471698,2509.7264150943397,106,1072.7448344442116,1072.7448344442116,1072.7448344442116,2.4582689839795296e-05,20.423492118067795
2327,8194.48275862069,2724.344827586207,116,982.5741643295601,982.5741643295601,982.5741643295601,2.2516366568032895e-05,20.518819846306084
14248,8673.86,3251.54,100,967.4788393091712,967.4788393091712,967.4788393091712,2.2170446754585945e-05,20.535629510707494
13433,8392.676470588236,3278.470588235294,102,937.7493973342577,937.7493973342577,937.7493973342577,2.1489176029513533e-05,20.56951621369508
14700,8210.301075268817,3428.4086021505377,93,924.6690521325488,924.6690521325488,924.6690521325488,2.1189430872262175e-05,20.584767391944055
9261,8160.659090909091,3518.284090909091,88,905.0422213024133,905.0422213024133,905.0422213024133,2.0739668468991944e-05,20.60806109789198
9194,8388.237288135593,3510.8813559322034,59,901.0695740046684,901.0695740046684,901.0695740046684,2.0648632508502835e-05,20.612837384683345
3024,8412.826086956522,2804.231884057971,69,875.3590264108534,875.3590264108534,875.3590264108534,2.0059457527821143e-05,20.644267661969465
13394,8554.164948453608,3097.2886597938145,97,850.9275662736343,850.9275662736343,850.9275662736343,1.949959372088168e-05,20.67500171523713
11514,7986.592920353983,3814.938053097345,113,833.2968197689218,833.2968197689218,833.2968197689218,1.9095572970510087e-05,20.697733887059357
14064,8453.918918918918,3175.4324324324325,74,791.382203722414,791.382203722414,791.382203722414,1.813507055377345e-05,20.753767498469195
12964,9532.009803921568,2461.049019607843,102,729.8935542516657,729.8935542516657,729.8935542516657,1.6726015622839728e-05,20.841584377034103
13401,8558.038961038961,3107.636363636364,77,723.2445853786911,723.2445853786911,723.2445853786911,1.6573649902390024e-05,20.851520220589173
13427,8416.68888888889,3266.633333333333,90,701.7397350437155,701.7397350437155,701.7397350437155,1.608085138324375e-05,20.884293026603057
12437,8576.038461538461,4049.769230769231,78,666.9893046193773,666.9893046193773,666.9893046193773,1.5284521235111664e-05,20.939436023165655
9221,8661.616279069767,3514.593023255814,86,666.096255111064,666.096255111064,666.096255111064,1.5264056387955515e-05,20.940890717985184
13422,8419.985507246376,3254.5072463768115,69,625.9659555604826,625.9659555604826,625.9659555604826,1.4344442817836456e-05,21.008356413333047
