galaxy,ring,branch,space,sigma,threshold_median,threshold_scale,threshold_n_pixels,lower,upper,changed_pixels,changed_fraction,subtracted_mean,n_use
NGC 4406,inner,no_winsor,none,,,,,,,0,0.0,-0.011139703238335515,648589
NGC 4406,inner,raw_global_3p5,raw,3.5,-0.10125043243169785,0.7836188673973083,3341523.0,-2.843916468322277,2.6414156034588814,9907,0.015274696302280797,-0.012638554066065736,648589
NGC 4406,inner,normalized_full_3p5,normalized_full,3.5,-0.034146126530745946,0.24531443419312568,3341523.0,-0.8927466462066858,0.824454393145194,1441,0.0022217459747235924,-0.011412971402907524,648589
NGC 4406,inner,normalized_union_3p5,normalized_union,3.5,-0.04434786138938805,0.24624455818824437,2704896.0,-0.9062038150482433,0.8175080922694672,1536,0.0023682177773597765,-0.011428900465904878,648589
NGC 4406,outer,no_winsor,none,,,,,,,0,0.0,-0.03013999943150925,2056307
NGC 4406,outer,raw_global_3p5,raw,3.5,-0.10125043243169785,0.7836188673973083,3341523.0,-2.843916468322277,2.6414156034588814,1720,0.0008364509774075563,-0.030223306322562867,2056307
NGC 4406,outer,normalized_full_3p5,normalized_full,3.5,-0.034146126530745946,0.24531443419312568,3341523.0,-0.8927466462066858,0.824454393145194,2914,0.001417103574514895,-0.030273710283026074,2056307
NGC 4406,outer,normalized_union_3p5,normalized_union,3.5,-0.04434786138938805,0.24624455818824437,2704896.0,-0.9062038150482433,0.8175080922694672,3124,0.001519228403151864,-0.030283910426434506,2056307
