sma,intens,x0_full,y0_full,eps,pa,node_origin,grad
20.0,13.848239151956328,1074.53424634535,3068.3795713362915,0.11697996977445331,0.5816311070967266,fitted,-0.32357659692157836
30.0,10.612473182740544,1072.88883881696,3068.5791607358824,0.11697996977445331,0.5816311070967266,fitted,-0.29324473642514737
40.0,7.9833444234533815,1074.4781979938136,3067.8575572711948,0.029722692417543238,0.37330021377126954,fitted,-0.21725331862795344
50.0,6.267406810181476,1073.314843901767,3068.522258012093,0.026862036168289374,1.5081352882638601,fitted,-0.12756171769306002
60.0,5.432110069592182,1074.1467850326483,3067.4437661090083,0.10323684143442668,0.602029084050289,fitted,-0.08267197601324655
70.0,4.613967289916545,1074.6190126678657,3069.702675989611,0.11702009530972407,0.6855107126106035,fitted,-0.07780671940191064
80.0,3.875975681553969,1073.8919089099252,3070.5917552071837,0.09202821877710887,0.6855107126106035,fitted,-0.06166846729419606
90.0,3.3805979440326235,1073.7090898560034,3067.610353004501,0.09202821877710887,0.9146083329266517,fitted,-0.04225348540239246
100.0,3.03090597350612,1073.165626295004,3068.53055671091,0.11112038189943428,0.5896297263462085,fitted,-0.03204581605165277
110.0,2.7396816229995684,1073.1040777173243,3069.0525745285863,0.11188854404362965,0.6569927110909086,fitted,-0.03213987369116715
120.0,2.388108499682777,1072.9538241771359,3069.085806834081,0.07768875278474602,0.6905159292566877,fitted,-0.02622505155150716
130.0,2.215180591969425,1072.9538241771359,3069.085806834081,0.12125914894743893,0.6905159292566877,fitted,-0.01619733966541681
140.0,2.0641617063744406,1072.964524256025,3068.7587020116466,0.14927721912880632,0.8085262049638229,fitted,-0.01800740048186214
150.0,1.8550325823321825,1072.964524256025,3068.7587020116466,0.14927721912880632,0.8085262049638229,fitted,-0.017528088869484065
160.0,1.7135999289847594,1076.019698631033,3071.958569044254,0.14927721912880632,0.8085262049638229,fitted,-0.015094819043193639
170.0,1.5531362014683097,1074.4144743370664,3068.8899550371425,0.14927721912880632,0.6683446258549222,fitted,-0.014353181059695116
180.0,1.426536307790857,1074.4144743370664,3068.8899550371425,0.14927721912880632,0.6683446258549222,fitted,-0.008854051366059726
190.0,1.3760551741471152,1074.4144743370664,3068.8899550371425,0.18141965856580744,0.6694507860737374,fitted,-0.010347166627237753
200.0,1.219592975246102,1073.914624442489,3068.288648626931,0.15614395969224482,0.6656792053243581,fitted,-0.012443140433029284
210.0,1.1271923654865295,1072.9087733355898,3069.5587872323167,0.16812460926799733,0.6798511993213772,fitted,-0.008775451039618562
220.0,1.0440839544537308,1074.5644450345585,3067.426238010044,0.16812460926799733,0.7016204270473493,fitted,-0.007009982808150794
230.0,0.9869927093235137,1074.5644450345585,3067.426238010044,0.16812460926799733,0.7114616213559551,fitted,-0.005263158179912936
240.0,0.9388207908554721,1072.3237873418575,3064.5902371345774,0.19086795542968052,0.7959447702336923,fitted,-0.005475531498364876
250.0,0.8774820793562161,1072.3237873418575,3064.5902371345774,0.19086795542968052,0.7959447702336923,fitted,-0.005173135144197559
260.0,0.8353580879715209,1073.0903238529181,3069.866683394154,0.20803917880520276,0.7253091968368021,fitted,-0.004523829309164153
270.0,0.787005493172933,1077.7988288419133,3074.040797645747,0.20803917880520276,0.7362257099411126,fitted,-0.005038000339476489
280.0,0.7345980811819912,1074.7857552200805,3071.3103737348383,0.20803917880520276,0.7362257099411126,fitted,-0.0036437620957894268
290.0,0.7141302512571446,1074.7857552200805,3071.3103737348383,0.22123524525285482,0.7362257099411126,fitted,-0.003272874143197775
300.0,0.6691405983180356,1076.6869355948656,3070.108277730499,0.22123524525285482,0.7810715977694129,fitted,-0.004404786271408424
310.0,0.6260345258289761,1076.6869355948656,3070.108277730499,0.22123524525285482,0.7810715977694129,fitted,-0.004251732593907549
