amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.0441411403333648,619.4144754495526,7.697852746864097,1081.4698821997365,3061.1672778461184,0.091848645920624,0.3477267706126864,2000.0,global NaN/WHT gap fill for isophote solver only
