target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3475,fits-target,1078.4078330200982,3059.071861481893,188.17000916666666,12.77108611111112,4497.305233063185,2796.54945488438,1078.4078330200982,3059.071861481893,188.17000916666666,12.771086111111112,3428.9615696282062,100.0
