target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3328,fits-target,1078.3985260177096,3058.912136511481,186.4913,10.05379999999999,3396.858737335727,2822.4600783262017,1078.3985260177096,3058.912136511481,186.4913,10.0538,2330.486500129284,100.0
