amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.9902047384875607,250.0,4.0,1078.2270639571516,3059.1150764841914,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
