galaxy,environment,visual_score,residual_structure_score,annulus_delta_mag,mu_lit,mu_cluster,delta_mu_cluster_minus_paper4,Mbar_F150W_cluster,Mbar_F110W_observed,residual_F150_linear,fluctuation_color_F110W_minus_F150W
NGC 4472,Virgo,4.0,1.61160683484606,0.029474764129997,31.016,31.055,0.03900000000000148,-3.3422432872268573,-2.625,-0.12112644246158188,0.7172432872268573
NGC 4636,Virgo,6.0,0.9696590684067558,0.1099153933797723,31.07,31.055,-0.015000000000000568,-3.1645007701679546,-2.6950000000000003,0.0683103288690301,0.46950077016795433
NGC 4697,Virgo,6.0,0.40430718876483823,0.173425579920341,30.324,30.33,0.005999999999996675,-3.2351223590911786,-2.8099999999999987,0.051439561441530834,0.4251223590911799
NGC 1380,Fornax,7.0,0.39810459556925276,0.0991702995227292,31.408,31.424,0.015999999999998238,-3.336779302339334,-2.823999999999998,-0.04905123664267075,0.5127793023393359
NGC 4552,Virgo,9.0,0.2049885678023868,0.1747174204688235,30.923,31.055,0.13200000000000145,-3.204589945444095,-2.745000000000001,0.048550760208896815,0.45958994544409393
NGC 4649,Virgo,5.0,1.40048752289978,0.0428015496205915,31.009,31.055,0.045999999999999375,-3.1824052134081597,-2.535,0.03955422891239202,0.6474052134081596
NGC 1399,Fornax,9.5,0.05022057850723777,0.0470168698731932,31.498,31.424,-0.07400000000000162,-3.2666900802117134,-2.5839999999999996,-0.013664209333742239,0.6826900802117137
NGC 1404,Fornax,8.0,0.12018679613143911,0.1098843835100851,31.366,31.424,0.05799999999999983,-3.247002507483245,-2.693999999999999,0.012155346819816337,0.5530025074832459
