,intercept,slope,curvature,sigma_int
0.16,-3.176381878608838,0.21995610554626358,-30.339488310516824,0.0002951133138709514
0.5,-3.137413737722783,0.673063612890864,-18.184952750198445,0.05551972381871485
0.84,-3.108730617412062,1.0692443653308341,-6.525930973058843,0.07216232966019684
