color_axis,n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_intercept,ols_slope,ols_slope_stderr
our_color,8,0.4857201276812829,0.22237785923698467,0.5714285714285715,0.13895995716070667,-0.09702710211063026,1.0838405462785432,0.7962912349904864
paper3_color,8,0.6176096290820449,0.10276169258791337,0.7380952380952381,0.03655276105286081,-1.1068155281772036,1.214440350751139,0.6313596757339868
