sample,color,n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_slope,ols_slope_stderr
GO-3055 F150W: все,F090W−F150W,14,0.2171561737901387,0.45582520472596105,0.054945054945054944,0.8520077036323677,0.46350960605641256,0.6014598668375364
GO-3055 F150W: общие с Jensen,F090W−F150W,8,0.4029956973179158,0.3222080173575507,0.2142857142857143,0.6103444156452669,0.9339233595927072,0.8658688258723111
Paper III F110W: 14 calibrators,Pan-STARRS g−z,14,0.9735045816889699,4.7176978153167116e-09,0.9604395604395607,5.081053892329076e-08,1.8843207943012468,0.12777052453927043
