model,n,n_parameters,color_center,intercept,slope,curvature,slope_change,sigma_int,log_likelihood,aic,aicc,use_color_errors,color_error_column,use_extinction_covariance
constant,14,2,0.5674536233634047,-3.162637868190231,0.0,,,0.06806224023700101,16.552648045205316,-29.105296090410633,-28.014386999501543,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1636161901791273,0.0,,,0.06504890788808323,17.042126566379917,-30.084253132759834,-28.993344041850744,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1524195402699733,0.0,,,0.06497249016369593,17.059700521580798,-30.119401043161595,-29.028491952252505,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1543141111025044,0.0,,,0.0993169708335994,11.841372422028709,-19.682744844057417,-18.591835753148327,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1843178686816356,0.0,,,0.04713903958699865,20.49357503217943,-36.98715006435886,-35.896240973449764,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1854336307404116,0.0,,,0.09844986417969047,11.903657346357065,-19.80731469271413,-18.71640560180504,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.178595601302096,0.0,,,0.07170582094410957,15.793278445380675,-27.58655689076135,-26.49564779985226,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.185925799919634,0.0,,,0.09220824118618579,12.758758254180904,-21.51751650836181,-20.42660741745272,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1875547473516903,0.0,,,0.07297806462293221,15.646155932846554,-27.292311865693108,-26.201402774784018,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1662126012205984,0.0,,,0.07833958952224679,14.746632790686055,-25.49326558137211,-24.40235649046302,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.2252397862371787,0.0,,,0.05352021440079897,19.188736300594726,-34.37747260118945,-33.28656351028036,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.199865478352636,0.0,,,0.0780162420420046,14.873399659131406,-25.746799318262813,-24.655890227353723,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1957617266156717,0.0,,,0.062253877565930586,17.406760234296062,-30.813520468592124,-29.722611377683034,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1580980685069084,0.0,,,0.0876959481328839,13.42719002701689,-22.85438005403378,-21.76347096312469,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1969740808772595,0.0,,,0.09493847221249821,12.426299555936463,-20.852599111872927,-19.761690020963837,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.158436739608406,0.0,,,0.09478555885863031,12.429718603649865,-20.85943720729973,-19.76852811639064,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1804667036659837,0.0,,,0.0828306171597302,14.07194844827506,-24.14389689655012,-23.05298780564103,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.192478532983617,0.0,,,0.09591004779769678,12.234943428420515,-20.46988685684103,-19.37897776593194,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1874320448560023,0.0,,,0.07395567994261257,15.467548825715163,-26.935097651430326,-25.844188560521236,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.221716917164731,0.0,,,0.05823072398968656,18.04656098496248,-32.09312196992496,-31.002212879015868,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1534863106224353,0.0,,,0.07405187838935653,15.460393774104299,-26.920787548208597,-25.829878457299507,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.15141477629125,0.0,,,0.09300894720269694,12.692536929725911,-21.385073859451822,-20.294164768542732,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1777220956702847,0.0,,,0.08687088844742784,13.525009176454905,-23.05001835290981,-21.95910926200072,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.175656462239837,0.0,,,0.08411027262339031,13.945313060360174,-23.89062612072035,-22.79971702981126,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.1896685769908633,0.0,,,0.08170415800433971,14.250715881809716,-24.501431763619433,-23.410522672710343,True,sigma_color_stat_mag,True
constant,14,2,0.5674536233634047,-3.163710619707115,0.0,,,0.06959495550917934,16.10268233244984,-28.205364664899683,-27.114455573990593,True,sigma_color_stat_mag,True
