n,weighted_mean_delta_mu_F150W_minus_F160W,sigma_weighted_mean_delta_mu,weighted_rms_delta_mu,fluctuation_color_slope,fluctuation_color_slope_stderr,fluctuation_color_pearson_p,fluctuation_color_spearman_rho,fluctuation_color_spearman_p,absolute_sbf_pearson_r,absolute_sbf_pearson_p,absolute_sbf_spearman_rho,absolute_sbf_spearman_p
5,-0.11721615963404385,0.06978955422723829,0.10737771992701345,-0.5707858824762356,0.6256745976008937,0.4288899215060066,-0.39999999999999997,0.5046315754686911,0.6523626613528182,0.23279180066092467,0.8720815992723809,0.05385421772754214
