diagnostic,n,pearson_r_signed,pearson_p_signed,spearman_rho_absolute,spearman_p_absolute
residual_structure_score,8,-0.07346748433318206,0.8627433375540906,-0.09523809523809526,0.8225054302036114
abs_annulus_delta_mag,8,0.5349516945137,0.17189796354529766,-0.30952380952380953,0.4556448907375822
visual_score,8,0.017820177209291466,0.9665942407494217,0.2515015150017844,0.5479426035598269
winsor_changed_percent,8,0.38137455515305124,0.3512342773357073,0.04761904761904763,0.9108491685195836
psf_position_span_mag,8,-0.4425636811636975,0.27217855848192074,0.7242672088068488,0.04216846779740496
noise_log_slope_0p04_0p25,8,0.04202744800559846,0.9212912775071802,0.11904761904761905,0.7788857260523797
minimum_usable_fraction,8,-0.5064392006898047,0.20029829511450298,0.19047619047619052,0.6514014957024814
maximum_annular_psf_scatter_mag,8,-0.13703334101066467,0.7462609039118315,0.2380952380952381,0.5701563208157683
