label,xcentroid,ycentroid,area_pix,flux_img_signed,flux_img_positive,flux_img_adopted,flux_err_img,snr,flux_jy,mag_ab,mask_brighter_than_mcut
6734,8145.133928571428,3500.164285714286,560,9787.209549730806,9787.209549730806,9787.209549730806,28.88429469502657,338.84190883206895,0.00022427598155301057,18.023108707133556,True
7299,9285.0,3658.6740740740743,135,4390.592003210107,4390.592003210107,4390.592003210107,14.354145991826353,305.87622598448075,0.000100611346483925,18.893448219252722,True
10920,8462.033653846154,4153.822115384615,208,3731.7072509940294,3731.7072509940294,3731.7072509940294,14.373484688626922,259.62439393327895,8.551286271460207e-05,19.06998700839108,True
7870,9225.218181818182,3757.6363636363635,110,3359.8381420374585,3359.8381420374585,3359.8381420374585,12.527981325765797,268.18671377865275,7.699140325297521e-05,19.183960034293463,True
7828,8421.669456066946,3755.083682008368,239,3125.8597751304615,3125.8597751304615,3125.8597751304615,25.235365820379997,123.86821722259431,7.162973937589183e-05,19.262332194819084,True
12030,9696.574660633483,2829.9728506787333,221,2394.7357772059054,2394.7357772059054,2394.7357772059054,14.236143290869402,168.21520606229151,5.48758779776753e-05,19.551611917958184,True
7243,8670.333333333334,3643.4242424242425,33,1752.38438538315,1752.38438538315,1752.38438538315,44.59462824990953,39.29586262190009,4.01562596665548e-05,19.890682487551476,True
1283,9202.533333333333,1979.9222222222222,180,1448.9508309148705,1448.9508309148705,1448.9508309148705,8.03053658789416,180.43013876546294,3.3203015443193504e-05,20.097121803769866,True
4816,9697.475862068964,2776.9793103448274,145,1443.1063414108562,1443.1063414108562,1443.1063414108562,11.447956474801524,126.05798638275097,3.306908772727726e-05,20.10151008665161,True
6101,7805.714285714285,3041.785714285714,84,1436.3149488666368,1436.3149488666368,1436.3149488666368,7.471211742001947,192.24658575688676,3.2913461527467477e-05,20.106631723047155,True
12166,9477.111111111111,3026.6746031746034,126,1410.998783811734,1410.998783811734,1410.998783811734,13.232151916328315,106.63411308561072,3.2333336238640646e-05,20.125939325857097,True
1884,8106.1511627906975,2100.116279069767,86,1136.8935517896857,1136.8935517896857,1136.8935517896857,4.674071871298866,243.23407578962994,2.605215674123717e-05,20.360456416240766,True
6855,7339.083333333333,3539.979166666667,96,1128.0853292032343,1128.0853292032343,1128.0853292032343,5.28988655392602,213.2532177587056,2.5850314453476192e-05,20.368901046301243,True
11925,9383.256,2704.9480000000003,250,1077.7913525864794,1077.7913525864794,1077.7913525864794,16.139861677496768,66.77822735551726,2.4697817317840927e-05,20.418419187382355,True
6473,8341.951219512195,3284.0243902439024,41,1074.0807913227784,1074.0807913227784,1074.0807913227784,13.784581246279197,77.91900037679416,2.461278901990773e-05,20.42216354989784,True
7964,9284.741379310344,3769.655172413793,58,972.6938553051906,972.6938553051906,972.6938553051906,8.42558630858235,115.44524258381867,2.2289485888769377e-05,20.52981549350486,True
4432,8148.75,2710.5,48,970.3361161492411,970.3361161492411,970.3361161492411,6.179793261193775,157.0175692191032,2.2235457796210442e-05,20.532450433837237,True
4354,7619.3917525773195,2700.98969072165,97,933.3905474891017,933.3905474891017,933.3905474891017,5.319262047332415,175.47369149771305,2.1388842258535068e-05,20.574597428307516,True
11957,9502.252808988764,2736.3258426966295,178,845.8899558436988,845.8899558436988,845.8899558436988,13.296593883680519,63.617040818393036,1.9383747652352688e-05,20.68147125404178,True
10730,8900.117647058823,4121.729411764705,85,824.4717215462738,824.4717215462738,824.4717215462738,9.190723992732416,89.70693954015228,1.889294427312807e-05,20.70931651335208,True
1378,9026.6,1995.3545454545456,110,802.9157267809655,802.9157267809655,802.9157267809655,6.447155506560999,124.53798050378528,1.8398984083579046e-05,20.73808101300245,True
10333,8086.6736842105265,4070.8736842105263,95,776.6561942913956,776.6561942913956,776.6561942913956,8.953108917484702,86.74709550049688,1.779724133000906e-05,20.774183898532996,True
