amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
0.6461819279932879,250.0,4.0,1078.6590922763808,3059.155005661676,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
