target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3358,fits-target,1078.6590922763808,3059.155005661676,186.72650291666667,11.66393611111111,5645.527102192972,1491.2352407360127,1078.6590922763808,3059.155005661676,186.72650291666667,11.663936111111111,4828.525220939006,100.0
