amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose
1.322655137765389,250.0,4.0,1078.4841372469377,3058.9838188494646,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only
