target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3631,fits-target,1078.648690732079,3058.564231266952,189.9501,12.973899999999995,2222.391367272934,3043.2569020475416,1078.648690732079,3058.564231266952,189.9501,12.9739,1143.8451051032523,100.0
