n_overlap,weighted_mean_delta_mu_f150w_minus_f160w,sigma_weighted_mean_delta_mu,weighted_rms_delta_mu,mean_distance_ratio_f150w_over_f160w,mean_distance_offset_percent,jensen2015_h160_calibration_scatter_mag
5,-0.0631178050553725,0.06689770949395155,0.10463268161674855,0.9713515532799811,-2.864844672001887,0.114
