quantity,n_all,pearson_all,n_clean,pearson_clean
color_F090W_F150W,14,-0.19517012863255614,10,-0.15692995167345997
mu_lit,14,-0.21676367309910416,10,-0.24929511289836218
inner_outer_delta,14,0.203870478504888,10,0.5708331458943959
sigma_Pk_jensen_weighted_annuli,14,0.012058221110133023,10,0.18631256780753655
sigma_PSF_mag,14,0.5061379339103882,10,0.21844433857571677
Pr_over_P0_weighted,14,0.3833888531558453,10,-0.0325454533438487
