comparison,n,weighted_mean_delta_mu,sigma_weighted_mean_delta_mu,weighted_rms_delta_mu,mean_distance_ratio,mean_distance_offset_percent
"JWST F150W SBF - JWST TRGB, clean sample",12,0.003263587882472801,0.01921522745229272,0.061095106749884345,1.0015040677385532,0.1504067738553161
"JWST F150W SBF - Jensen 2015 F160W SBF, overlap",5,-0.06311780505537194,0.06689770949395153,0.10463268161674885,0.9713515532799814,-2.864844672001865
