n_total,n_clean_effective,pivot_color,intercept,intercept_err,slope,slope_err,chi2red_formal,sigma_int,in_sample_wrms,leave_one_out_wrms
14,12,0.4,-3.454182900637549,0.012942950621365872,1.1654137953175123,0.2092618766380589,2.3320779907532936,0.04876708384559587,0.05947068081925062,0.07346139380766567
