galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 4649,inner,0.01,0.9804935849761692,0.9804935630129407,-2.2400175714309967e-08,-0.0854075511678613,-0.08540755105769422,1.2898986363903002e-09,28.021481298351343,28.02148132267951,2.4328166148279706e-08,True
NGC 4649,inner,0.03,0.9755093292952276,0.9755093074411644,-2.240272090059392e-08,-0.0845303632391032,-0.0845303631374739,1.2022816216767996e-09,28.02701632916899,28.02701635349996,2.433096923937228e-08,True
NGC 4649,inner,0.04,0.9699713959896912,0.9699713742265242,-2.2436916213841585e-08,-0.0835431294130923,-0.08354312932484444,1.0563150790126875e-09,28.03319949614628,28.03319952051443,2.4368148388020927e-08,True
NGC 4649,outer,0.01,1.0913476701520894,1.0913476539021312,-1.4889808941376259e-08,-0.0912188117121512,-0.09121881592489864,-4.6182880082338914e-08,27.904904765931796,27.904904782099,1.6167202687711324e-08,True
NGC 4649,outer,0.03,1.085972860674382,1.0859728680090566,6.7540129045084996e-09,-0.0902757225556042,-0.09027572674402212,-4.6395839318480966e-08,27.910265414598644,27.910265407265204,-7.333440521506418e-09,True
NGC 4649,outer,0.04,1.0817415568142663,1.0817415406545565,-1.4938605019665374e-08,-0.0895373001832329,-0.08953730434961545,-4.6532367359720107e-08,27.91450426950042,27.91450428572061,1.6220191412230633e-08,True
