galaxy,ring,branch,requested_kmin,effective_kmin,kmax,n_psf,P0,P0_sigma_formal,P0_psf_mad,P0_sigma_total,P1,P1_negative_fraction,Pr,P_fluctuation,mbar,mbar_sigma,chi2_reduced,aicc,condition_number,k_window_scatter,k_window_scatter_method,sigma_measurement,sigma_measurement_method
NGC 4649,inner,normalized_union_3p5,0.03,0.03,0.25,5,1.141940312363881,0.025593483003890517,0.0009367654793547409,0.025610620879505115,-0.10027431124370664,1.0,0.0003016493038448,1.1416386630600361,27.855937440417573,0.024356549243594525,43.268946259830265,999.7312185215505,18.8482113759522,0.008064601926363673,k-window MAD,0.024356549243594525,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,inner,normalized_union_3p5,0.04,0.04,0.25,5,1.1356686447006998,0.0239914739126143,0.0010067994314077974,0.024012589731112626,-0.09915846432828485,1.0,0.0003016493038448,1.135366995396855,27.86191844783453,0.022962916965856756,37.453309940693416,828.5442472666837,18.988492118900005,0.008064601926363673,k-window MAD,0.022962916965856756,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,no_winsor,0.01,0.01,0.25,5,1.0999915599579744,0.02409085488876603,0.0028877164610231136,0.024263309659460025,-0.09181509754603655,1.0,5.374388247132569e-05,1.0999378160755031,27.89633877757769,0.023950039138144412,129.87667197558417,3251.4167993896044,18.346245005147964,0.006269202966180886,k-window MAD,0.023950039138144412,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,no_winsor,0.03,0.03,0.25,5,1.09457495654372,0.02241011779757634,0.003021787321676778,0.022612929450177264,-0.09086459439890227,1.0,5.374388247132569e-05,1.0945212126612487,27.901698653793318,0.022431430214132794,110.9952003764935,2557.435063204805,18.459107123267184,0.006269202966180886,k-window MAD,0.022431430214132794,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,no_winsor,0.04,0.04,0.25,5,1.0903205129685878,0.022273623106633205,0.003233237170645177,0.022507067976482106,-0.09012210135287325,1.0,5.374388247132569e-05,1.0902667690861165,27.90592717326329,0.022413540665375205,107.54199421482532,2370.4953012975857,18.631931364137063,0.006269202966180886,k-window MAD,0.022413540665375205,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,raw_global_3p5,0.01,0.01,0.25,5,1.0913476539021312,0.023964299482888824,0.0028738121135324186,0.024135998959427207,-0.09121881592489864,1.0,5.374388247132569e-05,1.09129391001966,27.904904782099,0.024013079948171395,130.66510578387394,3271.1276445968483,18.359162552815214,0.006284561197986488,k-window MAD,0.024013079948171395,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,raw_global_3p5,0.03,0.03,0.25,5,1.0859728680090566,0.02231057564033214,0.003006403323691681,0.022512224375829375,-0.09027572674402212,1.0,5.374388247132569e-05,1.0859191241265853,27.910265407265204,0.022508432268504002,111.85409447464097,2577.1896274621968,18.47187633829213,0.006284561197986488,k-window MAD,0.022508432268504002,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,raw_global_3p5,0.04,0.04,0.25,5,1.0817415406545565,0.022174729888800433,0.0032157456680334206,0.02240668797128962,-0.08953730434961545,1.0,5.374388247132569e-05,1.0816877967720853,27.91450428572061,0.022490548965926394,108.37708876991627,2388.8673815095863,18.64461790520537,0.006284561197986488,k-window MAD,0.022490548965926394,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,normalized_full_3p5,0.01,0.01,0.25,5,1.0987586286335798,0.024094413271186013,0.0028886569969779684,0.0242669546941699,-0.09177169450113473,1.0,5.374388247132569e-05,1.0987048847511085,27.89755647276453,0.023980517112795075,130.2649860261653,3261.1246506541324,18.352969772439234,0.006275664156419658,k-window MAD,0.023980517112795075,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,normalized_full_3p5,0.03,0.03,0.25,5,1.0933471903280532,0.022419209764928023,0.003022421433803383,0.022622024617778094,-0.09082215918364048,1.0,5.374388247132569e-05,1.093293446445582,27.90291724913065,0.022465652961063363,111.38550107287656,2566.4119792216156,18.465793438669028,0.006275664156419658,k-window MAD,0.022465652961063363,"max(fit covariance + PSF MAD, k-window MAD)"
NGC 4649,outer,normalized_full_3p5,0.04,0.04,0.25,5,1.089093147844121,0.022282664165443864,0.003233436527691777,0.022516043926244407,-0.09007978029604909,1.0,5.374388247132569e-05,1.0890394039616498,27.907150126613733,0.022447749814853174,107.92153650935938,2378.845231777335,18.63857147585917,0.006275664156419658,k-window MAD,0.022447749814853174,"max(fit covariance + PSF MAD, k-window MAD)"
