summary,signal_filter,color_filter,color_name,sampling_mode,color_index,sigma_proxy,notes
SBF-weighted circular-annuli color,F356W,F277W,F277W-F356W,wcs_bilinear,-0.23365926981059565,0.0006271521982752076,"uses same annulus weights as recommended SBF; sigma_proxy is half inner-outer color difference, not full calibration error"
mean of available circular-annuli colors,F356W,F277W,F277W-F356W,wcs_bilinear,-0.23423774930250735,0.000886927144472899,simple annulus-matched diagnostic color summary
