target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px
IC 3437,fits-target,1078.057089522758,3058.9222912249706,187.69129999999998,11.343200000000001,4995.276815958275,2514.689310643606,1078.057089522758,3058.9222912249706,187.69129999999998,11.343200000000001,3954.845119891299,100.0
