schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,target,source,x_pixel,y_pixel,ra_deg,dec_deg,auto_x_pixel,auto_y_pixel,header_x_pixel,header_y_pixel,header_ra_deg,header_dec_deg,auto_header_delta_px,decision_threshold_px,region_id
sbf-table-2,sbf-3.1,IC 3393,7763,058,F150W,F115W,02_center:adopted_center,center_auto_header_100px_v1,default,adopted_galaxy_center,adopted_galaxy_center,mixed_or_not_applicable,IC 3393,fits-target,1078.266260668178,3059.3354295108893,187.17379583333332,12.915888888888889,1893.3688542200791,2562.1617212087785,1078.266260668178,3059.3354295108893,187.17379583333332,12.915888888888889,954.7638107102239,100.0,
