schema_version,pipeline_version,target_id,program_id,observation_id,signal_filter,color_filter,record_type,method_id,method_variant,quantity_family,quantity_name,primary_unit,amplitude,r_eff,n,x0,y0,ellip,theta_rad,fit_radius_px,purpose,region_id
sbf-table-2,sbf-3.1,IC 3486,7763,060,F150W,F115W,03_sersic:parameters,bounded_sersic_gap_fill_v1,default,sersic_gap_fill_parameters,sersic_gap_fill_parameters,mixed_or_not_applicable,0.42239821086728946,250.0,4.0,1078.2054059890406,3058.9613990458624,0.2,0.0,2000.0,global NaN/WHT gap fill for isophote solver only,
