galaxy,ring,requested_kmin,production_P0,recreated_P0,relative_P0_difference,production_P1,recreated_P1,relative_P1_difference,production_mbar,recreated_mbar,delta_mbar,passed
NGC 1380,inner,0.01,0.9237526494336336,0.9237526392176076,-1.1059265614399294e-08,-0.0800945035982007,-0.08009450777558949,-5.2155748625968697e-08,28.08570836089927,28.08570837290697,1.2007699723426413e-08,True
NGC 1380,inner,0.03,0.9189056148085104,0.9189056046856543,-1.1016208834035979e-08,-0.0792309235902933,-0.07923092773653044,-5.2331046482891434e-08,28.09142046218444,28.091420474145394,1.1960953116840756e-08,True
NGC 1380,inner,0.04,0.9167184816803396,0.9167184716142738,-1.0980542031191476e-08,-0.0788284683667092,-0.07882847248389935,-5.2229736663374863e-08,28.09400781280119,28.094007824723416,1.1922224985028151e-08,True
NGC 1380,outer,0.01,0.886018586781585,0.886018580830412,-6.716758593761085e-09,-0.0738532974305199,-0.07385329714563837,3.857397449571255e-09,28.13242830932599,28.132428316628438,7.3024466473725624e-09,True
NGC 1380,outer,0.03,0.8823894887128918,0.8823894827064572,-6.807010510812006e-09,-0.0731902853151672,-0.07319028504281577,3.7211418414330666e-09,28.136890588028997,28.136890595429605,7.40060812631782e-09,True
NGC 1380,outer,0.04,0.8799907193033945,0.8799907132519643,-6.876697655755493e-09,-0.07277807250486,-0.07277807224209051,3.610558478416207e-09,28.1398501745013,28.139850181977703,7.47640171994135e-09,True
